ordernumber,orderlinenumber,orderdate,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required
10373,15,2005-01-31,2005-02-06,2005-02-08,311,1501,S700_2047,Shipped,Sin comentarios,32,76.94,2462.08,6.0,8
10373,16,2005-01-31,2005-02-06,2005-02-08,311,1501,S700_2610,Shipped,Sin comentarios,41,69.39,2844.99,6.0,8
10373,17,2005-01-31,2005-02-06,2005-02-08,311,1501,S700_4002,Shipped,Sin comentarios,45,68.11,3064.95,6.0,8
10374,1,2005-02-02,2005-02-03,2005-02-09,333,1611,S10_4698,Shipped,Sin comentarios,22,158.8,3493.6,1.0,7
10374,2,2005-02-02,2005-02-03,2005-02-09,333,1611,S18_2581,Shipped,Sin comentarios,42,75.19,3157.98,1.0,7
10374,3,2005-02-02,2005-02-03,2005-02-09,333,1611,S24_1785,Shipped,Sin comentarios,46,107.23,4932.58,1.0,7
10374,4,2005-02-02,2005-02-03,2005-02-09,333,1611,S18_2625,Shipped,Sin comentarios,22,48.46,1066.12,1.0,7
10374,5,2005-02-02,2005-02-03,2005-02-09,333,1611,S10_2016,Shipped,Sin comentarios,39,115.37,4499.43,1.0,7
10374,6,2005-02-02,2005-02-03,2005-02-09,333,1611,S24_1578,Shipped,Sin comentarios,38,112.7,4282.6,1.0,7
10375,1,2005-02-03,2005-02-06,2005-02-10,119,1370,S700_2466,Shipped,Sin comentarios,33,94.73,3126.09,3.0,7
10375,2,2005-02-03,2005-02-06,2005-02-10,119,1370,S24_4278,Shipped,Sin comentarios,43,60.13,2585.59,3.0,7
10375,3,2005-02-03,2005-02-06,2005-02-10,119,1370,S32_1374,Shipped,Sin comentarios,37,87.9,3252.3,3.0,7
10375,4,2005-02-03,2005-02-06,2005-02-10,119,1370,S32_4289,Shipped,Sin comentarios,44,59.85,2633.4,3.0,7
10375,5,2005-02-03,2005-02-06,2005-02-10,119,1370,S50_1341,Shipped,Sin comentarios,49,36.22,1774.78,3.0,7
10375,6,2005-02-03,2005-02-06,2005-02-10,119,1370,S700_1691,Shipped,Sin comentarios,37,86.77,3210.49,3.0,7
10375,7,2005-02-03,2005-02-06,2005-02-10,119,1370,S12_1099,Shipped,Sin comentarios,45,184.84,8317.8,3.0,7
10375,8,2005-02-03,2005-02-06,2005-02-10,119,1370,S50_4713,Shipped,Sin comentarios,49,69.16,3388.84,3.0,7
10375,9,2005-02-03,2005-02-06,2005-02-10,119,1370,S24_2000,Shipped,Sin comentarios,23,67.03,1541.69,3.0,7
10375,10,2005-02-03,2005-02-06,2005-02-10,119,1370,S700_2834,Shipped,Sin comentarios,25,98.48,2462.0,3.0,7
10375,11,2005-02-03,2005-02-06,2005-02-10,119,1370,S700_3167,Shipped,Sin comentarios,44,69.6,3062.4,3.0,7
10375,12,2005-02-03,2005-02-06,2005-02-10,119,1370,S10_1678,Shipped,Sin comentarios,21,76.56,1607.76,3.0,7
10375,13,2005-02-03,2005-02-06,2005-02-10,119,1370,S12_2823,Shipped,Sin comentarios,49,150.62,7380.38,3.0,7
10375,14,2005-02-03,2005-02-06,2005-02-10,119,1370,S24_2360,Shipped,Sin comentarios,20,60.26,1205.2,3.0,7
10375,15,2005-02-03,2005-02-06,2005-02-10,119,1370,S32_4485,Shipped,Sin comentarios,41,96.95,3974.95,3.0,7
10376,1,2005-02-08,2005-02-13,2005-02-18,219,1166,S12_3380,Shipped,Sin comentarios,35,98.65,3452.75,5.0,10
10377,1,2005-02-09,2005-02-12,2005-02-21,186,1501,S12_4675,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",50,112.86,5643.0,3.0,12
10377,2,2005-02-09,2005-02-12,2005-02-21,186,1501,S18_1129,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",35,124.56,4359.6,3.0,12
10377,3,2005-02-09,2005-02-12,2005-02-21,186,1501,S18_3232,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",39,143.94,5613.66,3.0,12
10377,4,2005-02-09,2005-02-12,2005-02-21,186,1501,S18_1889,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",31,61.6,1909.6,3.0,12
10377,5,2005-02-09,2005-02-12,2005-02-21,186,1501,S12_3990,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",24,65.44,1570.56,3.0,12
10377,6,2005-02-09,2005-02-12,2005-02-21,186,1501,S18_1984,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",36,125.18,4506.48,3.0,12
10378,1,2005-02-10,2005-02-11,2005-02-18,141,1370,S32_2206,Shipped,Sin comentarios,40,35.8,1432.0,1.0,8
10378,2,2005-02-10,2005-02-11,2005-02-18,141,1370,S24_4620,Shipped,Sin comentarios,41,80.84,3314.44,1.0,8
10378,3,2005-02-10,2005-02-11,2005-02-18,141,1370,S24_3856,Shipped,Sin comentarios,33,129.2,4263.6,1.0,8
10378,4,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_3278,Shipped,Sin comentarios,22,66.74,1468.28,1.0,8
10378,5,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_1589,Shipped,Sin comentarios,34,121.95,4146.3,1.0,8
10378,6,2005-02-10,2005-02-11,2005-02-18,141,1370,S24_3371,Shipped,Sin comentarios,46,52.66,2422.36,1.0,8
10378,7,2005-02-10,2005-02-11,2005-02-18,141,1370,S24_2972,Shipped,Sin comentarios,41,30.59,1254.19,1.0,8
10378,8,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_4721,Shipped,Sin comentarios,49,122.02,5978.98,1.0,8
10378,9,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_3782,Shipped,Sin comentarios,28,60.3,1688.4,1.0,8
10378,10,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_3482,Shipped,Sin comentarios,43,146.99,6320.57,1.0,8
10379,1,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_2248,Shipped,Sin comentarios,27,50.85,1372.95,1.0,8
10379,2,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_1749,Shipped,Sin comentarios,39,156.4,6099.6,1.0,8
10379,3,2005-02-10,2005-02-11,2005-02-18,141,1370,S24_1628,Shipped,Sin comentarios,32,48.8,1561.6,1.0,8
10379,4,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_3685,Shipped,Sin comentarios,32,134.22,4295.04,1.0,8
10379,5,2005-02-10,2005-02-11,2005-02-18,141,1370,S18_2870,Shipped,Sin comentarios,29,113.52,3292.08,1.0,8
10380,1,2005-02-16,2005-02-18,2005-02-24,141,1370,S18_4409,Shipped,Sin comentarios,32,78.23,2503.36,2.0,8
10380,2,2005-02-16,2005-02-18,2005-02-24,141,1370,S18_4933,Shipped,Sin comentarios,24,66.99,1607.76,2.0,8
10380,3,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_1046,Shipped,Sin comentarios,34,66.88,2273.92,2.0,8
10380,4,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_1937,Shipped,Sin comentarios,32,29.87,955.84,2.0,8
10380,5,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_2022,Shipped,Sin comentarios,27,37.63,1016.01,2.0,8
10380,6,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_2766,Shipped,Sin comentarios,36,77.24,2780.64,2.0,8
10380,7,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_2887,Shipped,Sin comentarios,44,111.57,4909.08,2.0,8
10380,8,2005-02-16,2005-02-18,2005-02-24,141,1370,S18_2795,Shipped,Sin comentarios,21,156.94,3295.74,2.0,8
10380,9,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_3191,Shipped,Sin comentarios,44,77.05,3390.2,2.0,8
10380,10,2005-02-16,2005-02-18,2005-02-24,141,1370,S18_2325,Shipped,Sin comentarios,40,119.5,4780.0,2.0,8
10380,11,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_3432,Shipped,Sin comentarios,34,91.02,3094.68,2.0,8
10380,12,2005-02-16,2005-02-18,2005-02-24,141,1370,S24_3969,Shipped,Sin comentarios,43,32.82,1411.26,2.0,8
10380,13,2005-02-16,2005-02-18,2005-02-24,141,1370,S18_1342,Shipped,Sin comentarios,27,88.36,2385.72,2.0,8
10381,1,2005-02-17,2005-02-18,2005-02-25,321,1165,S12_1666,Shipped,Sin comentarios,20,132.57,2651.4,1.0,8
10381,2,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_1097,Shipped,Sin comentarios,48,114.34,5488.32,1.0,8
10381,3,2005-02-17,2005-02-18,2005-02-25,321,1165,S10_1949,Shipped,Sin comentarios,36,182.16,6557.76,1.0,8
10381,4,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_2957,Shipped,Sin comentarios,40,51.22,2048.8,1.0,8
10381,5,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_3136,Shipped,Sin comentarios,35,93.2,3262.0,1.0,8
10381,6,2005-02-17,2005-02-18,2005-02-25,321,1165,S10_4962,Shipped,Sin comentarios,37,138.88,5138.56,1.0,8
10381,7,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_2432,Shipped,Sin comentarios,35,60.77,2126.95,1.0,8
10381,8,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_2949,Shipped,Sin comentarios,41,100.3,4112.3,1.0,8
10381,9,2005-02-17,2005-02-18,2005-02-25,321,1165,S18_1367,Shipped,Sin comentarios,25,49.6,1240.0,1.0,8
10382,1,2005-02-17,2005-02-18,2005-02-23,124,1165,S18_4600,Shipped,Custom shipping instructions sent to warehouse,39,115.03,4486.17,1.0,6
10382,2,2005-02-17,2005-02-18,2005-02-23,124,1165,S18_4668,Shipped,Custom shipping instructions sent to warehouse,39,46.29,1805.31,1.0,6
10382,3,2005-02-17,2005-02-18,2005-02-23,124,1165,S24_2300,Shipped,Custom shipping instructions sent to warehouse,20,120.12,2402.4,1.0,6
10382,4,2005-02-17,2005-02-18,2005-02-23,124,1165,S24_4258,Shipped,Custom shipping instructions sent to warehouse,33,97.39,3213.87,1.0,6
10382,5,2005-02-17,2005-02-18,2005-02-23,124,1165,S18_2238,Shipped,Custom shipping instructions sent to warehouse,25,160.46,4011.5,1.0,6
10382,6,2005-02-17,2005-02-18,2005-02-23,124,1165,S32_1268,Shipped,Custom shipping instructions sent to warehouse,26,85.72,2228.72,1.0,6
10382,7,2005-02-17,2005-02-18,2005-02-23,124,1165,S18_3320,Shipped,Custom shipping instructions sent to warehouse,50,84.33,4216.5,1.0,6
10382,8,2005-02-17,2005-02-18,2005-02-23,124,1165,S32_3522,Shipped,Custom shipping instructions sent to warehouse,48,57.53,2761.44,1.0,6
10382,9,2005-02-17,2005-02-18,2005-02-23,124,1165,S700_2824,Shipped,Custom shipping instructions sent to warehouse,34,101.15,3439.1,1.0,6
10382,10,2005-02-17,2005-02-18,2005-02-23,124,1165,S12_1108,Shipped,Custom shipping instructions sent to warehouse,34,166.24,5652.16,1.0,6
10382,11,2005-02-17,2005-02-18,2005-02-23,124,1165,S12_3148,Shipped,Custom shipping instructions sent to warehouse,37,145.04,5366.48,1.0,6
10382,12,2005-02-17,2005-02-18,2005-02-23,124,1165,S12_3891,Shipped,Custom shipping instructions sent to warehouse,34,143.61,4882.74,1.0,6
10420,7,2005-05-29,,2005-06-07,282,1611,S18_4933,In Process,Sin comentarios,36,68.42,2463.12,,9
10382,13,2005-02-17,2005-02-18,2005-02-23,124,1165,S12_4473,Shipped,Custom shipping instructions sent to warehouse,32,103.1,3299.2,1.0,6
10383,1,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_4027,Shipped,Sin comentarios,38,137.88,5239.44,3.0,8
10383,2,2005-02-22,2005-02-25,2005-03-02,141,1370,S24_1444,Shipped,Sin comentarios,22,52.6,1157.2,3.0,8
10383,3,2005-02-22,2005-02-25,2005-03-02,141,1370,S24_2840,Shipped,Sin comentarios,40,33.24,1329.6,3.0,8
10383,4,2005-02-22,2005-02-25,2005-03-02,141,1370,S24_4048,Shipped,Sin comentarios,21,117.1,2459.1,3.0,8
10383,5,2005-02-22,2005-02-25,2005-03-02,141,1370,S32_2509,Shipped,Sin comentarios,32,53.57,1714.24,3.0,8
10383,6,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_3232,Shipped,Sin comentarios,47,155.79,7322.13,3.0,8
10383,7,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_4522,Shipped,Sin comentarios,28,77.24,2162.72,3.0,8
10383,8,2005-02-22,2005-02-25,2005-03-02,141,1370,S32_3207,Shipped,Sin comentarios,44,55.93,2460.92,3.0,8
10383,9,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_3140,Shipped,Sin comentarios,24,125.66,3015.84,3.0,8
10383,10,2005-02-22,2005-02-25,2005-03-02,141,1370,S50_1514,Shipped,Sin comentarios,38,48.62,1847.56,3.0,8
10383,11,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_2319,Shipped,Sin comentarios,27,119.05,3214.35,3.0,8
10383,12,2005-02-22,2005-02-25,2005-03-02,141,1370,S18_3259,Shipped,Sin comentarios,26,83.7,2176.2,3.0,8
10383,13,2005-02-22,2005-02-25,2005-03-02,141,1370,S50_1392,Shipped,Sin comentarios,29,94.92,2752.68,3.0,8
10384,1,2005-02-23,2005-02-27,2005-03-06,321,1165,S700_1938,Shipped,Sin comentarios,49,71.02,3479.98,4.0,11
10384,2,2005-02-23,2005-02-27,2005-03-06,321,1165,S24_3151,Shipped,Sin comentarios,43,71.69,3082.67,4.0,11
10384,3,2005-02-23,2005-02-27,2005-03-06,321,1165,S24_2011,Shipped,Sin comentarios,28,114.29,3200.12,4.0,11
10384,4,2005-02-23,2005-02-27,2005-03-06,321,1165,S10_4757,Shipped,Sin comentarios,34,129.2,4392.8,4.0,11
10385,1,2005-02-28,2005-03-01,2005-03-09,124,1165,S700_1138,Shipped,Sin comentarios,25,62.0,1550.0,1.0,9
10385,2,2005-02-28,2005-03-01,2005-03-09,124,1165,S24_3816,Shipped,Sin comentarios,37,78.83,2916.71,1.0,9
10386,1,2005-03-01,2005-03-06,2005-03-09,141,1370,S24_2841,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,39,56.86,2217.54,5.0,8
10386,2,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_3505,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,45,83.14,3741.3,5.0,8
10386,3,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_3962,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,30,80.44,2413.2,5.0,8
10386,4,2005-03-01,2005-03-06,2005-03-09,141,1370,S72_3212,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,43,52.42,2254.06,5.0,8
10386,5,2005-03-01,2005-03-06,2005-03-09,141,1370,S18_3029,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,37,73.12,2705.44,5.0,8
10386,6,2005-03-01,2005-03-06,2005-03-09,141,1370,S18_3856,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,22,100.58,2212.76,5.0,8
10386,7,2005-03-01,2005-03-06,2005-03-09,141,1370,S18_1662,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,25,130.88,3272.0,5.0,8
10386,8,2005-03-01,2005-03-06,2005-03-09,141,1370,S24_4278,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,50,71.73,3586.5,5.0,8
10386,9,2005-03-01,2005-03-06,2005-03-09,141,1370,S24_3420,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,35,54.57,1909.95,5.0,8
10386,10,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_2610,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,37,67.22,2487.14,5.0,8
10386,11,2005-03-01,2005-03-06,2005-03-09,141,1370,S24_1785,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,33,101.76,3358.08,5.0,8
10386,12,2005-03-01,2005-03-06,2005-03-09,141,1370,S24_3949,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,41,55.96,2294.36,5.0,8
10386,13,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_2047,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,29,85.09,2467.61,5.0,8
10386,14,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_2466,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,37,90.75,3357.75,5.0,8
10386,15,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_4002,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,44,59.22,2605.68,5.0,8
10386,16,2005-03-01,2005-03-06,2005-03-09,141,1370,S72_1253,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,50,47.67,2383.5,5.0,8
10386,17,2005-03-01,2005-03-06,2005-03-09,141,1370,S700_3167,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,32,68.0,2176.0,5.0,8
10386,18,2005-03-01,2005-03-06,2005-03-09,141,1370,S18_2581,Resolved,Disputed then Resolved on 3/15/2005. Customer doesnt like the craftsmaship of the models.,21,72.65,1525.65,5.0,8
10388,1,2005-03-03,2005-03-09,2005-03-11,462,1216,S50_1341,Shipped,Sin comentarios,27,41.02,1107.54,6.0,8
10388,2,2005-03-03,2005-03-09,2005-03-11,462,1216,S700_1691,Shipped,Sin comentarios,46,74.9,3445.4,6.0,8
10388,3,2005-03-03,2005-03-09,2005-03-11,462,1216,S700_2834,Shipped,Sin comentarios,50,111.53,5576.5,6.0,8
10388,4,2005-03-03,2005-03-09,2005-03-11,462,1216,S10_1678,Shipped,Sin comentarios,42,80.39,3376.38,6.0,8
10388,5,2005-03-03,2005-03-09,2005-03-11,462,1216,S10_2016,Shipped,Sin comentarios,50,118.94,5947.0,6.0,8
10388,6,2005-03-03,2005-03-09,2005-03-11,462,1216,S12_2823,Shipped,Sin comentarios,44,125.01,5500.44,6.0,8
10388,7,2005-03-03,2005-03-09,2005-03-11,462,1216,S10_4698,Shipped,Sin comentarios,21,156.86,3294.06,6.0,8
10388,8,2005-03-03,2005-03-09,2005-03-11,462,1216,S32_4289,Shipped,Sin comentarios,35,58.47,2046.45,6.0,8
10389,1,2005-03-03,2005-03-08,2005-03-09,448,1504,S24_1578,Shipped,Sin comentarios,45,112.7,5071.5,5.0,6
10389,2,2005-03-03,2005-03-08,2005-03-09,448,1504,S24_2000,Shipped,Sin comentarios,49,61.7,3023.3,5.0,6
10389,3,2005-03-03,2005-03-08,2005-03-09,448,1504,S18_1889,Shipped,Sin comentarios,49,63.91,3131.59,5.0,6
10389,4,2005-03-03,2005-03-08,2005-03-09,448,1504,S12_1099,Shipped,Sin comentarios,26,182.9,4755.4,5.0,6
10389,5,2005-03-03,2005-03-08,2005-03-09,448,1504,S18_2625,Shipped,Sin comentarios,39,52.09,2031.51,5.0,6
10389,6,2005-03-03,2005-03-08,2005-03-09,448,1504,S12_3380,Shipped,Sin comentarios,25,95.13,2378.25,5.0,6
10389,7,2005-03-03,2005-03-08,2005-03-09,448,1504,S12_3990,Shipped,Sin comentarios,36,76.61,2757.96,5.0,6
10389,8,2005-03-03,2005-03-08,2005-03-09,448,1504,S12_4675,Shipped,Sin comentarios,47,102.49,4817.03,5.0,6
10390,1,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_3482,Shipped,They want to reevaluate their terms agreement with Finance.,50,135.23,6761.5,3.0,7
10390,2,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_3782,Shipped,They want to reevaluate their terms agreement with Finance.,36,54.09,1947.24,3.0,7
10390,3,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_4721,Shipped,They want to reevaluate their terms agreement with Finance.,49,122.02,5978.98,3.0,7
10390,4,2005-03-04,2005-03-07,2005-03-11,124,1165,S24_2360,Shipped,They want to reevaluate their terms agreement with Finance.,35,67.87,2375.45,3.0,7
10390,5,2005-03-04,2005-03-07,2005-03-11,124,1165,S24_2972,Shipped,They want to reevaluate their terms agreement with Finance.,37,35.87,1327.19,3.0,7
10420,8,2005-05-29,,2005-06-07,282,1611,S24_2887,In Process,Sin comentarios,55,115.09,6329.95,,9
10390,6,2005-03-04,2005-03-07,2005-03-11,124,1165,S24_3371,Shipped,They want to reevaluate their terms agreement with Finance.,46,51.43,2365.78,3.0,7
10390,7,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_2795,Shipped,They want to reevaluate their terms agreement with Finance.,26,162.0,4212.0,3.0,7
10390,8,2005-03-04,2005-03-07,2005-03-11,124,1165,S24_3856,Shipped,They want to reevaluate their terms agreement with Finance.,45,134.81,6066.45,3.0,7
10390,9,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_3278,Shipped,They want to reevaluate their terms agreement with Finance.,40,75.59,3023.6,3.0,7
10390,10,2005-03-04,2005-03-07,2005-03-11,124,1165,S24_4620,Shipped,They want to reevaluate their terms agreement with Finance.,30,66.29,1988.7,3.0,7
10390,11,2005-03-04,2005-03-07,2005-03-11,124,1165,S32_2206,Shipped,They want to reevaluate their terms agreement with Finance.,41,39.02,1599.82,3.0,7
10390,12,2005-03-04,2005-03-07,2005-03-11,124,1165,S32_4485,Shipped,They want to reevaluate their terms agreement with Finance.,45,101.03,4546.35,3.0,7
10390,13,2005-03-04,2005-03-07,2005-03-11,124,1165,S50_4713,Shipped,They want to reevaluate their terms agreement with Finance.,22,81.36,1789.92,3.0,7
10390,14,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_1129,Shipped,They want to reevaluate their terms agreement with Finance.,36,117.48,4229.28,3.0,7
10390,15,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_1984,Shipped,They want to reevaluate their terms agreement with Finance.,34,132.29,4497.86,3.0,7
10390,16,2005-03-04,2005-03-07,2005-03-11,124,1165,S18_2325,Shipped,They want to reevaluate their terms agreement with Finance.,31,102.98,3192.38,3.0,7
10391,1,2005-03-09,2005-03-15,2005-03-20,276,1611,S24_2022,Shipped,Sin comentarios,24,36.29,870.96,6.0,11
10391,2,2005-03-09,2005-03-15,2005-03-20,276,1611,S18_1342,Shipped,Sin comentarios,35,102.74,3595.9,6.0,11
10391,3,2005-03-09,2005-03-15,2005-03-20,276,1611,S18_1367,Shipped,Sin comentarios,42,47.44,1992.48,6.0,11
10391,4,2005-03-09,2005-03-15,2005-03-20,276,1611,S10_1949,Shipped,Sin comentarios,24,195.01,4680.24,6.0,11
10391,5,2005-03-09,2005-03-15,2005-03-20,276,1611,S18_2432,Shipped,Sin comentarios,44,57.73,2540.12,6.0,11
10391,6,2005-03-09,2005-03-15,2005-03-20,276,1611,S18_2949,Shipped,Sin comentarios,32,99.28,3176.96,6.0,11
10391,7,2005-03-09,2005-03-15,2005-03-20,276,1611,S10_4962,Shipped,Sin comentarios,37,121.15,4482.55,6.0,11
10391,8,2005-03-09,2005-03-15,2005-03-20,276,1611,S24_1937,Shipped,Sin comentarios,33,26.55,876.15,6.0,11
10391,9,2005-03-09,2005-03-15,2005-03-20,276,1611,S12_1666,Shipped,Sin comentarios,39,110.7,4317.3,6.0,11
10391,10,2005-03-09,2005-03-15,2005-03-20,276,1611,S18_1097,Shipped,Sin comentarios,29,114.34,3315.86,6.0,11
10392,1,2005-03-10,2005-03-12,2005-03-18,452,1401,S18_3320,Shipped,Sin comentarios,36,98.22,3535.92,2.0,8
10392,2,2005-03-10,2005-03-12,2005-03-18,452,1401,S18_3136,Shipped,Sin comentarios,29,103.67,3006.43,2.0,8
10392,3,2005-03-10,2005-03-12,2005-03-18,452,1401,S18_2957,Shipped,Sin comentarios,37,61.21,2264.77,2.0,8
10393,1,2005-03-11,2005-03-14,2005-03-22,323,1612,S18_4668,Shipped,They want to reevaluate their terms agreement with Finance.,44,41.76,1837.44,3.0,11
10393,2,2005-03-11,2005-03-14,2005-03-22,323,1612,S24_2300,Shipped,They want to reevaluate their terms agreement with Finance.,33,112.46,3711.18,3.0,11
10393,3,2005-03-11,2005-03-14,2005-03-22,323,1612,S24_4258,Shipped,They want to reevaluate their terms agreement with Finance.,33,88.62,2924.46,3.0,11
10393,4,2005-03-11,2005-03-14,2005-03-22,323,1612,S32_1268,Shipped,They want to reevaluate their terms agreement with Finance.,38,84.75,3220.5,3.0,11
10393,5,2005-03-11,2005-03-14,2005-03-22,323,1612,S32_3522,Shipped,They want to reevaluate their terms agreement with Finance.,31,63.35,1963.85,3.0,11
10393,6,2005-03-11,2005-03-14,2005-03-22,323,1612,S700_2824,Shipped,They want to reevaluate their terms agreement with Finance.,21,83.95,1762.95,3.0,11
10393,7,2005-03-11,2005-03-14,2005-03-22,323,1612,S18_2319,Shipped,They want to reevaluate their terms agreement with Finance.,38,104.32,3964.16,3.0,11
10393,8,2005-03-11,2005-03-14,2005-03-22,323,1612,S12_3148,Shipped,They want to reevaluate their terms agreement with Finance.,35,145.04,5076.4,3.0,11
10393,9,2005-03-11,2005-03-14,2005-03-22,323,1612,S18_4600,Shipped,They want to reevaluate their terms agreement with Finance.,30,106.55,3196.5,3.0,11
10393,10,2005-03-11,2005-03-14,2005-03-22,323,1612,S12_4473,Shipped,They want to reevaluate their terms agreement with Finance.,32,99.54,3185.28,3.0,11
10393,11,2005-03-11,2005-03-14,2005-03-22,323,1612,S18_2238,Shipped,They want to reevaluate their terms agreement with Finance.,20,137.53,2750.6,3.0,11
10394,1,2005-03-15,2005-03-19,2005-03-25,141,1370,S18_4027,Shipped,Sin comentarios,37,124.95,4623.15,4.0,10
10394,2,2005-03-15,2005-03-19,2005-03-25,141,1370,S24_1444,Shipped,Sin comentarios,31,53.18,1648.58,4.0,10
10394,3,2005-03-15,2005-03-19,2005-03-25,141,1370,S32_2509,Shipped,Sin comentarios,36,47.08,1694.88,4.0,10
10394,4,2005-03-15,2005-03-19,2005-03-25,141,1370,S32_3207,Shipped,Sin comentarios,30,55.93,1677.9,4.0,10
10394,5,2005-03-15,2005-03-19,2005-03-25,141,1370,S18_3232,Shipped,Sin comentarios,22,135.47,2980.34,4.0,10
10394,6,2005-03-15,2005-03-19,2005-03-25,141,1370,S24_2840,Shipped,Sin comentarios,46,35.36,1626.56,4.0,10
10394,7,2005-03-15,2005-03-19,2005-03-25,141,1370,S24_4048,Shipped,Sin comentarios,37,104.09,3851.33,4.0,10
10395,1,2005-03-17,2005-03-23,2005-03-24,250,1337,S12_1108,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,33,205.72,6788.76,6.0,7
10395,2,2005-03-17,2005-03-23,2005-03-24,250,1337,S10_4757,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,32,125.12,4003.84,6.0,7
10395,3,2005-03-17,2005-03-23,2005-03-24,250,1337,S50_1514,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,45,57.99,2609.55,6.0,7
10395,4,2005-03-17,2005-03-23,2005-03-24,250,1337,S50_1392,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,46,98.39,4525.94,6.0,7
10396,1,2005-03-23,2005-03-28,2005-04-02,124,1165,S700_1138,Shipped,Sin comentarios,39,62.0,2418.0,5.0,10
