cliente_id,nombre_cliente,fecha_atencion,servicio
C8627,Cliente 8627,2025-03-08,Servicio A
C8628,Cliente 8628,2025-03-13,Servicio B
C8629,Cliente 8629,2025-03-23,Servicio B
C8630,Cliente 8630,2025-03-27,Servicio C
C8631,Cliente 8631,2025-03-15,Servicio A
C8632,Cliente 8632,2025-03-13,Servicio C
C8633,Cliente 8633,2025-03-02,Servicio C
C8634,Cliente 8634,2025-03-24,Servicio A
C8635,Cliente 8635,2025-03-28,Servicio A
C8636,Cliente 8636,2025-03-09,Servicio C
C8637,Cliente 8637,2025-03-13,Servicio C
C8638,Cliente 8638,2025-03-17,Servicio B
C8639,Cliente 8639,2025-03-25,Servicio B
C8640,Cliente 8640,2025-03-04,Servicio C
C8641,Cliente 8641,2025-03-06,Servicio B
C8642,Cliente 8642,2025-03-22,Servicio C
C8643,Cliente 8643,2025-03-07,Servicio A
C8644,Cliente 8644,2025-03-16,Servicio A
C8645,Cliente 8645,2025-03-27,Servicio A
C8646,Cliente 8646,2025-03-29,Servicio B
C8647,Cliente 8647,2025-03-23,Servicio C
C8648,Cliente 8648,2025-03-31,Servicio B
C8649,Cliente 8649,2025-03-02,Servicio C
C8650,Cliente 8650,2025-03-29,Servicio B
C8651,Cliente 8651,2025-03-26,Servicio B
C8652,Cliente 8652,2025-03-12,Servicio B
C8653,Cliente 8653,2025-03-23,Servicio A
C8654,Cliente 8654,2025-03-02,Servicio A
C8655,Cliente 8655,2025-03-24,Servicio A
C8656,Cliente 8656,2025-03-06,Servicio C
C8657,Cliente 8657,2025-03-23,Servicio C
C8658,Cliente 8658,2025-03-20,Servicio A
C8659,Cliente 8659,2025-03-15,Servicio A
C8660,Cliente 8660,2025-03-25,Servicio A
C8661,Cliente 8661,2025-03-26,Servicio A
C8662,Cliente 8662,2025-03-21,Servicio B
C8663,Cliente 8663,2025-03-16,Servicio A
C8664,Cliente 8664,2025-03-17,Servicio C
C8665,Cliente 8665,2025-03-10,Servicio A
C8666,Cliente 8666,2025-03-24,Servicio B
C8667,Cliente 8667,2025-03-20,Servicio B
C8668,Cliente 8668,2025-03-09,Servicio B
C8669,Cliente 8669,2025-03-23,Servicio A
C8670,Cliente 8670,2025-03-16,Servicio C
C8671,Cliente 8671,2025-03-16,Servicio B
C8672,Cliente 8672,2025-03-20,Servicio B
C8673,Cliente 8673,2025-03-07,Servicio C
C8674,Cliente 8674,2025-03-28,Servicio B
C8675,Cliente 8675,2025-03-29,Servicio A
C8676,Cliente 8676,2025-03-12,Servicio A
C8677,Cliente 8677,2025-03-24,Servicio A
C8678,Cliente 8678,2025-03-05,Servicio A
C8679,Cliente 8679,2025-04-01,Servicio A
C8680,Cliente 8680,2025-04-01,Servicio C
C8681,Cliente 8681,2025-03-31,Servicio C
C8682,Cliente 8682,2025-03-10,Servicio C
C8683,Cliente 8683,2025-03-20,Servicio A
C8684,Cliente 8684,2025-03-05,Servicio B
C8685,Cliente 8685,2025-03-17,Servicio B
C8686,Cliente 8686,2025-03-26,Servicio C
C8687,Cliente 8687,2025-04-01,Servicio A
C8688,Cliente 8688,2025-03-08,Servicio C
C8689,Cliente 8689,2025-03-15,Servicio B
C8690,Cliente 8690,2025-03-04,Servicio C
C8691,Cliente 8691,2025-03-05,Servicio A
C8692,Cliente 8692,2025-03-14,Servicio B
C8693,Cliente 8693,2025-03-15,Servicio A
C8694,Cliente 8694,2025-03-05,Servicio B
C8695,Cliente 8695,2025-03-06,Servicio A
C8696,Cliente 8696,2025-03-17,Servicio B
C8697,Cliente 8697,2025-03-01,Servicio A
C8698,Cliente 8698,2025-03-28,Servicio B
C8699,Cliente 8699,2025-03-15,Servicio B
C8700,Cliente 8700,2025-03-19,Servicio C
C8701,Cliente 8701,2025-03-28,Servicio C
C8702,Cliente 8702,2025-03-12,Servicio B
C8703,Cliente 8703,2025-03-15,Servicio C
C8704,Cliente 8704,2025-04-01,Servicio A
C8705,Cliente 8705,2025-03-04,Servicio B
C8706,Cliente 8706,2025-03-21,Servicio C
C8707,Cliente 8707,2025-03-03,Servicio B
C8708,Cliente 8708,2025-03-10,Servicio A
C8709,Cliente 8709,2025-03-02,Servicio C
C8710,Cliente 8710,2025-03-12,Servicio A
C8711,Cliente 8711,2025-03-06,Servicio A
C8712,Cliente 8712,2025-03-14,Servicio B
C8713,Cliente 8713,2025-03-08,Servicio B
C8714,Cliente 8714,2025-03-21,Servicio B
C8715,Cliente 8715,2025-03-30,Servicio C
C8716,Cliente 8716,2025-03-17,Servicio A
C8717,Cliente 8717,2025-03-01,Servicio C
C8718,Cliente 8718,2025-03-12,Servicio A
C8719,Cliente 8719,2025-03-06,Servicio B
C8720,Cliente 8720,2025-03-27,Servicio C
C8721,Cliente 8721,2025-03-04,Servicio A
C8722,Cliente 8722,2025-03-11,Servicio C
C8723,Cliente 8723,2025-03-03,Servicio C
C8724,Cliente 8724,2025-03-30,Servicio C
C8725,Cliente 8725,2025-03-23,Servicio A
C8726,Cliente 8726,2025-03-17,Servicio A
C8727,Cliente 8727,2025-03-11,Servicio B
C8728,Cliente 8728,2025-03-27,Servicio A
C8729,Cliente 8729,2025-03-17,Servicio B
C8730,Cliente 8730,2025-03-03,Servicio A
C8731,Cliente 8731,2025-03-08,Servicio B
C8732,Cliente 8732,2025-03-12,Servicio C
C8733,Cliente 8733,2025-03-01,Servicio C
C8734,Cliente 8734,2025-03-05,Servicio A
C8735,Cliente 8735,2025-03-27,Servicio A
C8736,Cliente 8736,2025-03-29,Servicio B
C8737,Cliente 8737,2025-03-22,Servicio C
C8738,Cliente 8738,2025-03-23,Servicio A
C8739,Cliente 8739,2025-04-01,Servicio A
C8740,Cliente 8740,2025-03-20,Servicio B
C8741,Cliente 8741,2025-03-15,Servicio A
C8742,Cliente 8742,2025-03-10,Servicio C
C8743,Cliente 8743,2025-03-24,Servicio C
C8744,Cliente 8744,2025-03-18,Servicio A
C8745,Cliente 8745,2025-04-01,Servicio B
C8746,Cliente 8746,2025-03-30,Servicio C
C8747,Cliente 8747,2025-03-06,Servicio C
C8748,Cliente 8748,2025-03-26,Servicio B
C8749,Cliente 8749,2025-03-17,Servicio C
C8750,Cliente 8750,2025-03-21,Servicio C
C8751,Cliente 8751,2025-03-06,Servicio C
C8752,Cliente 8752,2025-03-26,Servicio A
C8753,Cliente 8753,2025-03-21,Servicio C
C8754,Cliente 8754,2025-03-20,Servicio B
C8755,Cliente 8755,2025-03-26,Servicio A
C8756,Cliente 8756,2025-03-15,Servicio A
C8757,Cliente 8757,2025-03-10,Servicio C
C8758,Cliente 8758,2025-03-06,Servicio B
C8759,Cliente 8759,2025-03-05,Servicio A
C8760,Cliente 8760,2025-03-25,Servicio B
C8761,Cliente 8761,2025-03-11,Servicio A
C8762,Cliente 8762,2025-03-17,Servicio C
C8763,Cliente 8763,2025-03-16,Servicio C
C8764,Cliente 8764,2025-03-24,Servicio A
C8765,Cliente 8765,2025-03-11,Servicio A
C8766,Cliente 8766,2025-03-23,Servicio A
C8767,Cliente 8767,2025-03-27,Servicio A
C8768,Cliente 8768,2025-03-04,Servicio B
C8769,Cliente 8769,2025-03-29,Servicio B
C8770,Cliente 8770,2025-03-19,Servicio C
C8771,Cliente 8771,2025-03-18,Servicio B
C8772,Cliente 8772,2025-03-17,Servicio B
C8773,Cliente 8773,2025-03-07,Servicio C
C8774,Cliente 8774,2025-03-14,Servicio B
C8775,Cliente 8775,2025-03-30,Servicio A
C8776,Cliente 8776,2025-03-10,Servicio B
C8777,Cliente 8777,2025-03-31,Servicio B
C8778,Cliente 8778,2025-03-16,Servicio A
C8779,Cliente 8779,2025-03-25,Servicio B
C8780,Cliente 8780,2025-03-28,Servicio B
C8781,Cliente 8781,2025-03-13,Servicio C
C8782,Cliente 8782,2025-04-01,Servicio A
C8783,Cliente 8783,2025-03-06,Servicio B
C8784,Cliente 8784,2025-03-27,Servicio A
C8785,Cliente 8785,2025-03-13,Servicio B
C8786,Cliente 8786,2025-03-12,Servicio A
C8787,Cliente 8787,2025-03-25,Servicio C
C8788,Cliente 8788,2025-03-02,Servicio B
C8789,Cliente 8789,2025-03-19,Servicio A
C8790,Cliente 8790,2025-03-25,Servicio A
C8791,Cliente 8791,2025-03-18,Servicio A
C8792,Cliente 8792,2025-03-24,Servicio C
C8793,Cliente 8793,2025-03-05,Servicio C
C8794,Cliente 8794,2025-03-29,Servicio C
C8795,Cliente 8795,2025-03-20,Servicio A
C8796,Cliente 8796,2025-03-15,Servicio C
C8797,Cliente 8797,2025-03-07,Servicio B
C8798,Cliente 8798,2025-03-09,Servicio B
C8799,Cliente 8799,2025-03-19,Servicio B
C8800,Cliente 8800,2025-03-31,Servicio C
C8801,Cliente 8801,2025-03-06,Servicio B
C8802,Cliente 8802,2025-03-11,Servicio C
C8803,Cliente 8803,2025-03-19,Servicio A
C8804,Cliente 8804,2025-03-16,Servicio A
C8805,Cliente 8805,2025-03-28,Servicio B
C8806,Cliente 8806,2025-03-03,Servicio B
C8807,Cliente 8807,2025-03-12,Servicio A
C8808,Cliente 8808,2025-03-26,Servicio C
C8809,Cliente 8809,2025-03-19,Servicio C
C8810,Cliente 8810,2025-03-07,Servicio B
C8811,Cliente 8811,2025-03-12,Servicio A
C8812,Cliente 8812,2025-03-09,Servicio B
C8813,Cliente 8813,2025-03-16,Servicio A
C8814,Cliente 8814,2025-03-29,Servicio A
C8815,Cliente 8815,2025-03-07,Servicio A
C8816,Cliente 8816,2025-04-01,Servicio C
C8817,Cliente 8817,2025-03-22,Servicio B
C8818,Cliente 8818,2025-03-02,Servicio A
C8819,Cliente 8819,2025-03-29,Servicio C
C8820,Cliente 8820,2025-03-10,Servicio B
C8821,Cliente 8821,2025-03-19,Servicio C
C8822,Cliente 8822,2025-03-10,Servicio B
C8823,Cliente 8823,2025-03-30,Servicio C
C8824,Cliente 8824,2025-03-23,Servicio A
C8825,Cliente 8825,2025-03-15,Servicio C
C8826,Cliente 8826,2025-03-31,Servicio B
C8827,Cliente 8827,2025-03-25,Servicio A
C8828,Cliente 8828,2025-03-01,Servicio C
C8829,Cliente 8829,2025-03-26,Servicio B
C8830,Cliente 8830,2025-03-23,Servicio C
C8831,Cliente 8831,2025-03-29,Servicio B
C8832,Cliente 8832,2025-04-01,Servicio A
C8833,Cliente 8833,2025-03-10,Servicio B
C8834,Cliente 8834,2025-03-09,Servicio C
C8835,Cliente 8835,2025-03-19,Servicio A
C8836,Cliente 8836,2025-03-31,Servicio A
C8837,Cliente 8837,2025-03-15,Servicio A
C8838,Cliente 8838,2025-03-20,Servicio A
C8839,Cliente 8839,2025-03-17,Servicio A
C8840,Cliente 8840,2025-03-18,Servicio C
C8841,Cliente 8841,2025-03-16,Servicio C
C8842,Cliente 8842,2025-03-12,Servicio C
C8843,Cliente 8843,2025-03-26,Servicio A
C8844,Cliente 8844,2025-03-03,Servicio B
C8845,Cliente 8845,2025-03-24,Servicio B
C8846,Cliente 8846,2025-03-03,Servicio A
C8847,Cliente 8847,2025-03-09,Servicio A
C8848,Cliente 8848,2025-03-01,Servicio B
C8849,Cliente 8849,2025-03-20,Servicio A
C8850,Cliente 8850,2025-03-01,Servicio C
C8851,Cliente 8851,2025-03-20,Servicio B
C8852,Cliente 8852,2025-03-07,Servicio A
C8853,Cliente 8853,2025-03-29,Servicio C
C8854,Cliente 8854,2025-03-28,Servicio A
C8855,Cliente 8855,2025-03-25,Servicio B
C8856,Cliente 8856,2025-03-16,Servicio C
C8857,Cliente 8857,2025-03-01,Servicio A
C8858,Cliente 8858,2025-03-25,Servicio C
C8859,Cliente 8859,2025-03-22,Servicio C
C8860,Cliente 8860,2025-03-09,Servicio C
C8861,Cliente 8861,2025-03-18,Servicio A
C8862,Cliente 8862,2025-03-26,Servicio B
C8863,Cliente 8863,2025-03-06,Servicio B
C8864,Cliente 8864,2025-03-17,Servicio C
C8865,Cliente 8865,2025-03-24,Servicio B
C8866,Cliente 8866,2025-03-25,Servicio B
C8867,Cliente 8867,2025-03-26,Servicio B
C8868,Cliente 8868,2025-03-07,Servicio B
C8869,Cliente 8869,2025-03-07,Servicio B
C8870,Cliente 8870,2025-03-14,Servicio C
C8871,Cliente 8871,2025-03-09,Servicio A
C8872,Cliente 8872,2025-03-19,Servicio C
C8873,Cliente 8873,2025-03-03,Servicio C
C8874,Cliente 8874,2025-03-06,Servicio B
C8875,Cliente 8875,2025-03-30,Servicio A
C8876,Cliente 8876,2025-03-28,Servicio B
C8877,Cliente 8877,2025-03-16,Servicio B
C8878,Cliente 8878,2025-03-18,Servicio B
C8879,Cliente 8879,2025-03-22,Servicio B
C8880,Cliente 8880,2025-03-30,Servicio A
C8881,Cliente 8881,2025-03-23,Servicio C
C8882,Cliente 8882,2025-03-13,Servicio A
C8883,Cliente 8883,2025-03-22,Servicio C
C8884,Cliente 8884,2025-03-17,Servicio C
C8885,Cliente 8885,2025-03-15,Servicio C
C8886,Cliente 8886,2025-03-05,Servicio B
C8887,Cliente 8887,2025-03-31,Servicio A
C8888,Cliente 8888,2025-03-02,Servicio A
C8889,Cliente 8889,2025-03-24,Servicio A
C8890,Cliente 8890,2025-03-16,Servicio C
C8891,Cliente 8891,2025-03-26,Servicio C
C8892,Cliente 8892,2025-03-07,Servicio A
C8893,Cliente 8893,2025-03-21,Servicio A
C8894,Cliente 8894,2025-03-08,Servicio C
C8895,Cliente 8895,2025-03-15,Servicio B
C8896,Cliente 8896,2025-03-01,Servicio A
C8897,Cliente 8897,2025-03-06,Servicio B
C8898,Cliente 8898,2025-03-28,Servicio B
C8899,Cliente 8899,2025-03-10,Servicio C
C8900,Cliente 8900,2025-03-09,Servicio A
C8901,Cliente 8901,2025-03-03,Servicio A
C8902,Cliente 8902,2025-04-01,Servicio B
C8903,Cliente 8903,2025-03-14,Servicio A
C8904,Cliente 8904,2025-03-31,Servicio C
C8905,Cliente 8905,2025-03-31,Servicio B
C8906,Cliente 8906,2025-03-04,Servicio C
C8907,Cliente 8907,2025-03-13,Servicio B
C8908,Cliente 8908,2025-04-01,Servicio A
C8909,Cliente 8909,2025-03-05,Servicio A
C8910,Cliente 8910,2025-03-25,Servicio B
C8911,Cliente 8911,2025-03-11,Servicio A
C8912,Cliente 8912,2025-03-01,Servicio B
C8913,Cliente 8913,2025-03-30,Servicio C
C8914,Cliente 8914,2025-03-19,Servicio C
C8915,Cliente 8915,2025-03-19,Servicio A
C8916,Cliente 8916,2025-03-13,Servicio A
C8917,Cliente 8917,2025-03-25,Servicio A
C8918,Cliente 8918,2025-03-25,Servicio B
C8919,Cliente 8919,2025-03-04,Servicio A
C8920,Cliente 8920,2025-03-27,Servicio A
C8921,Cliente 8921,2025-03-02,Servicio C
C8922,Cliente 8922,2025-03-26,Servicio C
C8923,Cliente 8923,2025-03-19,Servicio A
C8924,Cliente 8924,2025-03-20,Servicio A
C8925,Cliente 8925,2025-03-13,Servicio B
C8926,Cliente 8926,2025-03-11,Servicio B
C8927,Cliente 8927,2025-03-02,Servicio B
C8928,Cliente 8928,2025-03-11,Servicio A
C8929,Cliente 8929,2025-03-28,Servicio B
C8930,Cliente 8930,2025-04-01,Servicio A
C8931,Cliente 8931,2025-03-28,Servicio B
C8932,Cliente 8932,2025-03-09,Servicio B
C8933,Cliente 8933,2025-03-26,Servicio B
C8934,Cliente 8934,2025-03-29,Servicio B
C8935,Cliente 8935,2025-03-27,Servicio B
C8936,Cliente 8936,2025-03-17,Servicio C
C8937,Cliente 8937,2025-04-01,Servicio B
C8938,Cliente 8938,2025-03-27,Servicio A
C8939,Cliente 8939,2025-03-14,Servicio C
C8940,Cliente 8940,2025-03-17,Servicio A
C8941,Cliente 8941,2025-03-21,Servicio C
C8942,Cliente 8942,2025-03-11,Servicio C
C8943,Cliente 8943,2025-03-01,Servicio C
C8944,Cliente 8944,2025-03-08,Servicio B
C8945,Cliente 8945,2025-03-15,Servicio A
C8946,Cliente 8946,2025-03-01,Servicio B
C8947,Cliente 8947,2025-03-06,Servicio B
C8948,Cliente 8948,2025-03-15,Servicio A
C8949,Cliente 8949,2025-03-10,Servicio A
C8950,Cliente 8950,2025-03-29,Servicio C
C8951,Cliente 8951,2025-03-09,Servicio B
C8952,Cliente 8952,2025-03-12,Servicio A
C8953,Cliente 8953,2025-03-02,Servicio A
C8954,Cliente 8954,2025-03-04,Servicio C
C8955,Cliente 8955,2025-03-20,Servicio C
C8956,Cliente 8956,2025-03-19,Servicio A
C8957,Cliente 8957,2025-03-22,Servicio C
C8958,Cliente 8958,2025-03-21,Servicio B
C8959,Cliente 8959,2025-03-06,Servicio A
C8960,Cliente 8960,2025-03-01,Servicio C
C8961,Cliente 8961,2025-03-09,Servicio C
C8962,Cliente 8962,2025-04-01,Servicio B
C8963,Cliente 8963,2025-03-08,Servicio C
C8964,Cliente 8964,2025-03-05,Servicio A
C8965,Cliente 8965,2025-03-01,Servicio A
C8966,Cliente 8966,2025-03-19,Servicio A
C8967,Cliente 8967,2025-03-27,Servicio A
C8968,Cliente 8968,2025-03-05,Servicio C
C8969,Cliente 8969,2025-03-09,Servicio B
C8970,Cliente 8970,2025-03-29,Servicio A
C8971,Cliente 8971,2025-03-31,Servicio B
C8972,Cliente 8972,2025-03-11,Servicio C
C8973,Cliente 8973,2025-03-03,Servicio C
C8974,Cliente 8974,2025-03-09,Servicio C
C8975,Cliente 8975,2025-03-17,Servicio B
C8976,Cliente 8976,2025-03-19,Servicio C
C8977,Cliente 8977,2025-04-01,Servicio B
C8978,Cliente 8978,2025-03-23,Servicio A
C8979,Cliente 8979,2025-03-30,Servicio B
C8980,Cliente 8980,2025-03-25,Servicio B
C8981,Cliente 8981,2025-03-01,Servicio C
C8982,Cliente 8982,2025-03-28,Servicio B
C8983,Cliente 8983,2025-03-19,Servicio A
C8984,Cliente 8984,2025-03-15,Servicio C
C8985,Cliente 8985,2025-03-13,Servicio B
C8986,Cliente 8986,2025-03-04,Servicio A
C8987,Cliente 8987,2025-03-15,Servicio B
C8988,Cliente 8988,2025-03-22,Servicio C
C8989,Cliente 8989,2025-03-03,Servicio C
C8990,Cliente 8990,2025-03-14,Servicio B
C8991,Cliente 8991,2025-03-03,Servicio B
C8992,Cliente 8992,2025-03-01,Servicio C
C8993,Cliente 8993,2025-03-21,Servicio A
C8994,Cliente 8994,2025-03-30,Servicio C
C8995,Cliente 8995,2025-03-22,Servicio B
C8996,Cliente 8996,2025-03-23,Servicio B
C8997,Cliente 8997,2025-03-04,Servicio C
C8998,Cliente 8998,2025-03-08,Servicio C
C8999,Cliente 8999,2025-03-02,Servicio B
C9000,Cliente 9000,2025-03-20,Servicio B
C9001,Cliente 9001,2025-04-01,Servicio B
C9002,Cliente 9002,2025-03-10,Servicio C
C9003,Cliente 9003,2025-03-23,Servicio C
C9004,Cliente 9004,2025-03-26,Servicio B
C9005,Cliente 9005,2025-03-03,Servicio C
C9006,Cliente 9006,2025-03-07,Servicio B
C9007,Cliente 9007,2025-03-04,Servicio B
C9008,Cliente 9008,2025-03-13,Servicio B
C9009,Cliente 9009,2025-03-16,Servicio C
C9010,Cliente 9010,2025-03-31,Servicio A
C9011,Cliente 9011,2025-03-02,Servicio B
C9012,Cliente 9012,2025-03-03,Servicio B
C9013,Cliente 9013,2025-03-06,Servicio C
C9014,Cliente 9014,2025-03-17,Servicio C
C9015,Cliente 9015,2025-03-29,Servicio C
C9016,Cliente 9016,2025-03-29,Servicio B
C9017,Cliente 9017,2025-03-29,Servicio A
C9018,Cliente 9018,2025-03-05,Servicio A
C9019,Cliente 9019,2025-03-13,Servicio A
C9020,Cliente 9020,2025-03-03,Servicio B
C9021,Cliente 9021,2025-03-26,Servicio B
C9022,Cliente 9022,2025-03-17,Servicio B
C9023,Cliente 9023,2025-03-07,Servicio B
C9024,Cliente 9024,2025-03-30,Servicio B
C9025,Cliente 9025,2025-03-09,Servicio C
C9026,Cliente 9026,2025-03-16,Servicio A
C9027,Cliente 9027,2025-03-22,Servicio B
C9028,Cliente 9028,2025-03-30,Servicio A
C9029,Cliente 9029,2025-03-07,Servicio A
C9030,Cliente 9030,2025-03-19,Servicio A
C9031,Cliente 9031,2025-03-16,Servicio C
C9032,Cliente 9032,2025-03-31,Servicio C
C9033,Cliente 9033,2025-03-22,Servicio B
C9034,Cliente 9034,2025-03-16,Servicio B
C9035,Cliente 9035,2025-03-05,Servicio C
C9036,Cliente 9036,2025-03-08,Servicio C
C9037,Cliente 9037,2025-03-05,Servicio B
C9038,Cliente 9038,2025-03-08,Servicio A
C9039,Cliente 9039,2025-03-28,Servicio B
C9040,Cliente 9040,2025-03-11,Servicio C
C9041,Cliente 9041,2025-03-12,Servicio C
C9042,Cliente 9042,2025-03-24,Servicio A
C9043,Cliente 9043,2025-03-19,Servicio B
C9044,Cliente 9044,2025-03-01,Servicio C
C9045,Cliente 9045,2025-03-11,Servicio B
C9046,Cliente 9046,2025-03-05,Servicio C
C9047,Cliente 9047,2025-03-14,Servicio A
C9048,Cliente 9048,2025-03-08,Servicio A
C9049,Cliente 9049,2025-03-16,Servicio A
C9050,Cliente 9050,2025-03-20,Servicio B
C9051,Cliente 9051,2025-03-11,Servicio C
C9052,Cliente 9052,2025-03-06,Servicio A
C9053,Cliente 9053,2025-03-04,Servicio C
C9054,Cliente 9054,2025-03-29,Servicio B
C9055,Cliente 9055,2025-03-29,Servicio C
C9056,Cliente 9056,2025-03-06,Servicio C
C9057,Cliente 9057,2025-03-26,Servicio B
C9058,Cliente 9058,2025-03-25,Servicio C
C9059,Cliente 9059,2025-03-13,Servicio A
C9060,Cliente 9060,2025-03-10,Servicio B
C9061,Cliente 9061,2025-03-18,Servicio C
C9062,Cliente 9062,2025-03-10,Servicio C
C9063,Cliente 9063,2025-03-26,Servicio C
C9064,Cliente 9064,2025-03-10,Servicio C
C9065,Cliente 9065,2025-03-04,Servicio C
C9066,Cliente 9066,2025-03-05,Servicio C
C9067,Cliente 9067,2025-03-11,Servicio C
C9068,Cliente 9068,2025-03-21,Servicio B
C9069,Cliente 9069,2025-03-26,Servicio C
C9070,Cliente 9070,2025-03-23,Servicio C
C9071,Cliente 9071,2025-03-31,Servicio C
C9072,Cliente 9072,2025-03-07,Servicio B
C9073,Cliente 9073,2025-03-25,Servicio B
C9074,Cliente 9074,2025-03-28,Servicio C
C9075,Cliente 9075,2025-04-01,Servicio B
C9076,Cliente 9076,2025-03-14,Servicio B
C9077,Cliente 9077,2025-03-13,Servicio B
C9078,Cliente 9078,2025-03-12,Servicio A
C9079,Cliente 9079,2025-03-14,Servicio C
C9080,Cliente 9080,2025-03-18,Servicio A
C9081,Cliente 9081,2025-03-05,Servicio B
C9082,Cliente 9082,2025-03-22,Servicio C
C9083,Cliente 9083,2025-03-08,Servicio A
C9084,Cliente 9084,2025-03-10,Servicio A
C9085,Cliente 9085,2025-03-24,Servicio A
C9086,Cliente 9086,2025-04-01,Servicio C
C9087,Cliente 9087,2025-03-10,Servicio C
C9088,Cliente 9088,2025-03-09,Servicio B
C9089,Cliente 9089,2025-03-13,Servicio A
C9090,Cliente 9090,2025-03-08,Servicio A
C9091,Cliente 9091,2025-03-26,Servicio A
C9092,Cliente 9092,2025-03-03,Servicio A
C9093,Cliente 9093,2025-03-23,Servicio A
C9094,Cliente 9094,2025-03-14,Servicio A
C9095,Cliente 9095,2025-04-01,Servicio A
C9096,Cliente 9096,2025-03-08,Servicio B
C9097,Cliente 9097,2025-03-12,Servicio A
C9098,Cliente 9098,2025-03-04,Servicio C
C9099,Cliente 9099,2025-03-07,Servicio A
C9100,Cliente 9100,2025-03-14,Servicio B
C9101,Cliente 9101,2025-03-13,Servicio B
C9102,Cliente 9102,2025-03-08,Servicio C
C9103,Cliente 9103,2025-03-07,Servicio C
C9104,Cliente 9104,2025-03-02,Servicio C
C9105,Cliente 9105,2025-03-26,Servicio B
C9106,Cliente 9106,2025-03-25,Servicio A
C9107,Cliente 9107,2025-03-09,Servicio B
C9108,Cliente 9108,2025-04-01,Servicio A
C9109,Cliente 9109,2025-03-30,Servicio C
C9110,Cliente 9110,2025-03-06,Servicio B
C9111,Cliente 9111,2025-03-14,Servicio A
C9112,Cliente 9112,2025-03-31,Servicio B
C9113,Cliente 9113,2025-03-18,Servicio C
C9114,Cliente 9114,2025-03-11,Servicio C
C9115,Cliente 9115,2025-03-14,Servicio C
C9116,Cliente 9116,2025-03-29,Servicio A
C9117,Cliente 9117,2025-03-26,Servicio C
C9118,Cliente 9118,2025-03-04,Servicio B
C9119,Cliente 9119,2025-03-24,Servicio A
C9120,Cliente 9120,2025-03-04,Servicio A
C9121,Cliente 9121,2025-03-05,Servicio C
C9122,Cliente 9122,2025-03-10,Servicio A
C9123,Cliente 9123,2025-03-30,Servicio A
C9124,Cliente 9124,2025-03-22,Servicio C
C9125,Cliente 9125,2025-03-27,Servicio B
C9126,Cliente 9126,2025-03-02,Servicio C
C9127,Cliente 9127,2025-03-02,Servicio A
C9128,Cliente 9128,2025-03-22,Servicio C
C9129,Cliente 9129,2025-03-22,Servicio A
C9130,Cliente 9130,2025-03-27,Servicio B
C9131,Cliente 9131,2025-03-06,Servicio B
C9132,Cliente 9132,2025-03-16,Servicio A
C9133,Cliente 9133,2025-03-04,Servicio B
C9134,Cliente 9134,2025-03-08,Servicio A
C9135,Cliente 9135,2025-03-13,Servicio C
C9136,Cliente 9136,2025-03-15,Servicio C
C9137,Cliente 9137,2025-03-02,Servicio A
C9138,Cliente 9138,2025-03-09,Servicio B
C9139,Cliente 9139,2025-03-15,Servicio A
C9140,Cliente 9140,2025-03-14,Servicio A
C9141,Cliente 9141,2025-03-04,Servicio C
C9142,Cliente 9142,2025-03-11,Servicio C
C9143,Cliente 9143,2025-03-13,Servicio A
C9144,Cliente 9144,2025-03-19,Servicio A
C9145,Cliente 9145,2025-03-10,Servicio C
C9146,Cliente 9146,2025-03-09,Servicio B
C9147,Cliente 9147,2025-03-19,Servicio B
C9148,Cliente 9148,2025-03-02,Servicio A
C9149,Cliente 9149,2025-03-20,Servicio B
C9150,Cliente 9150,2025-03-26,Servicio C
C9151,Cliente 9151,2025-03-03,Servicio C
C9152,Cliente 9152,2025-03-01,Servicio B
C9153,Cliente 9153,2025-03-28,Servicio C
C9154,Cliente 9154,2025-03-01,Servicio A
C9155,Cliente 9155,2025-03-17,Servicio B
C9156,Cliente 9156,2025-03-16,Servicio A
C9157,Cliente 9157,2025-03-19,Servicio B
C9158,Cliente 9158,2025-03-05,Servicio B
C9159,Cliente 9159,2025-03-29,Servicio A
C9160,Cliente 9160,2025-03-22,Servicio A
C9161,Cliente 9161,2025-03-21,Servicio A
C9162,Cliente 9162,2025-03-28,Servicio B
C9163,Cliente 9163,2025-03-10,Servicio A
C9164,Cliente 9164,2025-03-04,Servicio A
C9165,Cliente 9165,2025-03-21,Servicio A
C9166,Cliente 9166,2025-03-11,Servicio C
C9167,Cliente 9167,2025-03-09,Servicio C
C9168,Cliente 9168,2025-03-13,Servicio C
C9169,Cliente 9169,2025-03-09,Servicio B
C9170,Cliente 9170,2025-03-01,Servicio A
C9171,Cliente 9171,2025-03-10,Servicio A
C9172,Cliente 9172,2025-03-03,Servicio A
C9173,Cliente 9173,2025-03-17,Servicio C
C9174,Cliente 9174,2025-03-10,Servicio C
C9175,Cliente 9175,2025-03-22,Servicio B
C9176,Cliente 9176,2025-03-29,Servicio A
C9177,Cliente 9177,2025-03-25,Servicio A
C9178,Cliente 9178,2025-03-06,Servicio A
C9179,Cliente 9179,2025-03-03,Servicio B
C9180,Cliente 9180,2025-03-13,Servicio C
C9181,Cliente 9181,2025-03-03,Servicio B
C9182,Cliente 9182,2025-03-10,Servicio C
C9183,Cliente 9183,2025-03-10,Servicio A
C9184,Cliente 9184,2025-03-31,Servicio A
