ordernumber,orderlinenumber,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required,total_sales_line
10328,10,2004-11-18,2004-11-21,278,1401,S700_2466,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,37,95.73,3542.01,6.0,9,3542.01
10328,11,2004-11-18,2004-11-21,278,1401,S700_2834,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,33,117.46,3876.18,6.0,9,3876.18
10328,12,2004-11-18,2004-11-21,278,1401,S700_4002,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,39,69.59,2714.01,6.0,9,2714.01
10328,13,2004-11-18,2004-11-21,278,1401,S700_3167,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,33,71.2,2349.6,6.0,9,2349.6
10328,14,2004-11-18,2004-11-21,278,1401,S24_1785,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,47,87.54,4114.38,6.0,9,4114.38
10329,1,2004-11-16,2004-11-24,131,1323,S10_1678,Shipped,,42,80.39,3376.38,1.0,9,3376.38
10329,2,2004-11-16,2004-11-24,131,1323,S10_2016,Shipped,,20,109.42,2188.4,1.0,9,2188.4
10329,3,2004-11-16,2004-11-24,131,1323,S10_4698,Shipped,,26,164.61,4279.860000000001,1.0,9,4279.860000000001
10329,4,2004-11-16,2004-11-24,131,1323,S24_2000,Shipped,,37,71.6,2649.2,1.0,9,2649.2
10329,5,2004-11-16,2004-11-24,131,1323,S12_1099,Shipped,,41,182.9,7498.900000000001,1.0,9,7498.900000000001
10329,6,2004-11-16,2004-11-24,131,1323,S12_2823,Shipped,,24,128.03,3072.7200000000003,1.0,9,3072.7200000000003
10329,7,2004-11-16,2004-11-24,131,1323,S24_1578,Shipped,,30,104.81,3144.3,1.0,9,3144.3
10329,8,2004-11-16,2004-11-24,131,1323,S72_1253,Shipped,,44,41.22,1813.6799999999998,1.0,9,1813.6799999999998
10329,9,2004-11-16,2004-11-24,131,1323,S18_1889,Shipped,,29,66.22,1920.3799999999999,1.0,9,1920.3799999999999
10329,10,2004-11-16,2004-11-24,131,1323,S18_3278,Shipped,,38,65.13,2474.9399999999996,1.0,9,2474.9399999999996
10329,11,2004-11-16,2004-11-24,131,1323,S32_1374,Shipped,,45,80.91,3640.95,1.0,9,3640.95
10329,12,2004-11-16,2004-11-24,131,1323,S18_2625,Shipped,,38,55.72,2117.36,1.0,9,2117.36
10329,13,2004-11-16,2004-11-24,131,1323,S12_3380,Shipped,,46,117.44,5402.24,1.0,9,5402.24
10329,14,2004-11-16,2004-11-24,131,1323,S12_3990,Shipped,,33,74.21,2448.93,1.0,9,2448.93
10329,15,2004-11-16,2004-11-24,131,1323,S12_4675,Shipped,,39,102.49,3997.1099999999997,1.0,9,3997.1099999999997
10331,1,2004-11-23,2004-11-23,486,1323,S24_3856,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,21,139.03,2919.63,6.0,6,2919.63
10331,2,2004-11-23,2004-11-23,486,1323,S24_4620,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,41,70.33,2883.5299999999997,6.0,6,2883.5299999999997
10331,3,2004-11-23,2004-11-23,486,1323,S32_2206,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,28,33.39,934.9200000000001,6.0,6,934.9200000000001
10331,4,2004-11-23,2004-11-23,486,1323,S32_4485,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,32,100.01,3200.32,6.0,6,3200.32
10331,5,2004-11-23,2004-11-23,486,1323,S50_4713,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,20,74.04,1480.8000000000002,6.0,6,1480.8000000000002
10331,6,2004-11-23,2004-11-23,486,1323,S18_1129,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,46,120.31,5534.26,6.0,6,5534.26
10331,7,2004-11-23,2004-11-23,486,1323,S18_1749,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,44,154.7,6806.799999999999,6.0,6,6806.799999999999
10331,8,2004-11-23,2004-11-23,486,1323,S18_1984,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,30,135.14,4054.2,6.0,6,4054.2
10331,9,2004-11-23,2004-11-23,486,1323,S24_3371,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,25,55.11,1377.75,6.0,6,1377.75
10331,10,2004-11-23,2004-11-23,486,1323,S18_2870,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,26,130.68,3397.6800000000003,6.0,6,3397.6800000000003
10331,11,2004-11-23,2004-11-23,486,1323,S18_3232,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,27,169.34,4572.18,6.0,6,4572.18
10331,12,2004-11-23,2004-11-23,486,1323,S18_3685,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,26,132.8,3452.8,6.0,6,3452.8
10331,13,2004-11-23,2004-11-23,486,1323,S24_2972,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,27,37.0,999.0,6.0,6,999.0
10331,14,2004-11-23,2004-11-23,486,1323,S18_1589,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,44,99.55,4380.2,6.0,6,4380.2
10332,1,2004-11-18,2004-11-25,187,1501,S18_2795,Shipped,,24,138.38,3321.12,1.0,8,3321.12
10332,2,2004-11-18,2004-11-25,187,1501,S18_4409,Shipped,,50,92.03,4601.5,1.0,8,4601.5
10332,3,2004-11-18,2004-11-25,187,1501,S18_4933,Shipped,,21,70.56,1481.76,1.0,8,1481.76
10332,4,2004-11-18,2004-11-25,187,1501,S24_1046,Shipped,,23,61.73,1419.79,1.0,8,1419.79
10332,5,2004-11-18,2004-11-25,187,1501,S24_1628,Shipped,,20,47.29,945.8,1.0,8,945.8
10332,6,2004-11-18,2004-11-25,187,1501,S24_1937,Shipped,,45,29.87,1344.15,1.0,8,1344.15
10332,7,2004-11-18,2004-11-25,187,1501,S24_2766,Shipped,,39,84.51,3295.8900000000003,1.0,8,3295.8900000000003
10332,8,2004-11-18,2004-11-25,187,1501,S18_2325,Shipped,,35,116.96,4093.6,1.0,8,4093.6
10332,9,2004-11-18,2004-11-25,187,1501,S18_2248,Shipped,,38,53.88,2047.44,1.0,8,2047.44
10332,10,2004-11-18,2004-11-25,187,1501,S24_2022,Shipped,,26,43.01,1118.26,1.0,8,1118.26
10332,11,2004-11-18,2004-11-25,187,1501,S24_2887,Shipped,,44,108.04,4753.76,1.0,8,4753.76
10332,12,2004-11-18,2004-11-25,187,1501,S24_3191,Shipped,,45,77.91,3505.95,1.0,8,3505.95
10332,13,2004-11-18,2004-11-25,187,1501,S24_3432,Shipped,,31,94.23,2921.13,1.0,8,2921.13
10332,14,2004-11-18,2004-11-25,187,1501,S24_3969,Shipped,,41,34.47,1413.27,1.0,8,1413.27
10332,15,2004-11-18,2004-11-25,187,1501,S18_1342,Shipped,,46,89.38,4111.48,1.0,8,4111.48
10332,16,2004-11-18,2004-11-25,187,1501,S18_1367,Shipped,,27,51.21,1382.67,1.0,8,1382.67
10332,17,2004-11-18,2004-11-25,187,1501,S18_2957,Shipped,,26,53.09,1380.3400000000001,1.0,8,1380.3400000000001
10332,18,2004-11-18,2004-11-25,187,1501,S18_3136,Shipped,,40,100.53,4021.2,1.0,8,4021.2
10333,1,2004-11-20,2004-11-27,129,1165,S24_4258,Shipped,,39,95.44,3722.16,2.0,9,3722.16
10333,2,2004-11-20,2004-11-27,129,1165,S18_3320,Shipped,,46,95.24,4381.04,2.0,9,4381.04
10333,3,2004-11-20,2004-11-27,129,1165,S10_1949,Shipped,,26,188.58,4903.08,2.0,9,4903.08
10333,4,2004-11-20,2004-11-27,129,1165,S32_3522,Shipped,,33,62.05,2047.6499999999999,2.0,9,2047.6499999999999
10333,5,2004-11-20,2004-11-27,129,1165,S18_2949,Shipped,,31,95.23,2952.13,2.0,9,2952.13
10333,6,2004-11-20,2004-11-27,129,1165,S12_1666,Shipped,,33,121.64,4014.12,2.0,9,4014.12
10333,7,2004-11-20,2004-11-27,129,1165,S18_1097,Shipped,,29,110.84,3214.36,2.0,9,3214.36
10333,8,2004-11-20,2004-11-27,129,1165,S18_4668,Shipped,,24,42.26,1014.24,2.0,9,1014.24
10334,1,,2004-11-28,144,1504,S18_2432,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,34,52.87,1797.58,,9,1797.58
10334,2,,2004-11-28,144,1504,S10_4962,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,26,130.01,3380.2599999999998,,9,3380.2599999999998
10334,3,,2004-11-28,144,1504,S18_3232,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,20,147.33,2946.6000000000004,,9,2946.6000000000004
10334,4,,2004-11-28,144,1504,S18_4600,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,49,101.71,4983.79,,9,4983.79
10334,5,,2004-11-28,144,1504,S24_2300,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,42,117.57,4937.94,,9,4937.94
10334,6,,2004-11-28,144,1504,S18_2319,On Hold,The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.,46,108.0,4968.0,,9,4968.0
10335,1,2004-11-23,2004-11-29,124,1165,S32_1268,Shipped,,44,77.05,3390.2,4.0,10,3390.2
10335,2,2004-11-23,2004-11-29,124,1165,S24_2840,Shipped,,33,32.88,1085.0400000000002,4.0,10,1085.0400000000002
10335,3,2004-11-23,2004-11-29,124,1165,S32_2509,Shipped,,40,49.78,1991.2,4.0,10,1991.2
10336,1,2004-11-24,2004-11-26,172,1337,S12_3891,Shipped,Customer requested that DHL is used for this shipping,49,141.88,6952.12,4.0,6,6952.12
10336,2,2004-11-24,2004-11-26,172,1337,S700_2824,Shipped,Customer requested that DHL is used for this shipping,46,94.07,4327.219999999999,4.0,6,4327.219999999999
10336,3,2004-11-24,2004-11-26,172,1337,S12_4473,Shipped,Customer requested that DHL is used for this shipping,38,95.99,3647.62,4.0,6,3647.62
10336,4,2004-11-24,2004-11-26,172,1337,S24_1444,Shipped,Customer requested that DHL is used for this shipping,45,49.71,2236.95,4.0,6,2236.95
10336,5,2004-11-24,2004-11-26,172,1337,S24_4048,Shipped,Customer requested that DHL is used for this shipping,31,113.55,3520.0499999999997,4.0,6,3520.0499999999997
10336,6,2004-11-24,2004-11-26,172,1337,S18_2238,Shipped,Customer requested that DHL is used for this shipping,49,153.91,7541.59,4.0,6,7541.59
10336,7,2004-11-24,2004-11-26,172,1337,S18_3259,Shipped,Customer requested that DHL is used for this shipping,21,100.84,2117.64,4.0,6,2117.64
10336,8,2004-11-24,2004-11-26,172,1337,S50_1392,Shipped,Customer requested that DHL is used for this shipping,23,109.96,2529.08,4.0,6,2529.08
10336,9,2004-11-24,2004-11-26,172,1337,S32_3207,Shipped,Customer requested that DHL is used for this shipping,31,59.03,1829.93,4.0,6,1829.93
10336,10,2004-11-24,2004-11-26,172,1337,S12_1108,Shipped,Customer requested that DHL is used for this shipping,33,176.63,5828.79,4.0,6,5828.79
10336,11,2004-11-24,2004-11-26,172,1337,S12_3148,Shipped,Customer requested that DHL is used for this shipping,33,126.91,4188.03,4.0,6,4188.03
10336,12,2004-11-24,2004-11-26,172,1337,S18_3140,Shipped,Customer requested that DHL is used for this shipping,48,135.22,6490.5599999999995,4.0,6,6490.5599999999995
10337,1,2004-11-26,2004-11-30,424,1286,S700_3505,Shipped,,31,84.14,2608.34,5.0,9,2608.34
10337,2,2004-11-26,2004-11-30,424,1286,S18_4522,Shipped,,29,76.36,2214.44,5.0,9,2214.44
10337,3,2004-11-26,2004-11-30,424,1286,S18_4027,Shipped,,36,140.75,5067.0,5.0,9,5067.0
10337,4,2004-11-26,2004-11-30,424,1286,S24_2011,Shipped,,29,119.2,3456.8,5.0,9,3456.8
10337,5,2004-11-26,2004-11-30,424,1286,S72_3212,Shipped,,42,49.14,2063.88,5.0,9,2063.88
10337,6,2004-11-26,2004-11-30,424,1286,S50_1514,Shipped,,21,54.48,1144.08,5.0,9,1144.08
10337,7,2004-11-26,2004-11-30,424,1286,S700_3962,Shipped,,36,83.42,3003.12,5.0,9,3003.12
10337,8,2004-11-26,2004-11-30,424,1286,S10_4757,Shipped,,25,131.92,3297.9999999999995,5.0,9,3297.9999999999995
10337,9,2004-11-26,2004-11-30,424,1286,S700_1938,Shipped,,36,73.62,2650.32,5.0,9,2650.32
10338,1,2004-11-27,2004-12-02,381,1401,S18_1662,Shipped,,41,137.19,5624.79,5.0,10,5624.79
10338,2,2004-11-27,2004-12-02,381,1401,S18_3856,Shipped,,45,93.17,4192.65,5.0,10,4192.65
10338,3,2004-11-27,2004-12-02,381,1401,S18_3029,Shipped,,28,80.86,2264.08,5.0,10,2264.08
10340,1,2004-11-25,2004-12-01,216,1702,S24_4278,Shipped,Customer is interested in buying more Ferrari models,40,63.76,2550.4,1.0,7,2550.4
10340,2,2004-11-25,2004-12-01,216,1702,S32_1374,Shipped,Customer is interested in buying more Ferrari models,55,95.89,5273.95,1.0,7,5273.95
10340,3,2004-11-25,2004-12-01,216,1702,S32_4289,Shipped,Customer is interested in buying more Ferrari models,39,67.41,2628.99,1.0,7,2628.99
10340,4,2004-11-25,2004-12-01,216,1702,S50_1341,Shipped,Customer is interested in buying more Ferrari models,40,37.09,1483.6000000000001,1.0,7,1483.6000000000001
10340,5,2004-11-25,2004-12-01,216,1702,S700_1691,Shipped,Customer is interested in buying more Ferrari models,30,73.99,2219.7,1.0,7,2219.7
10340,6,2004-11-25,2004-12-01,216,1702,S700_2834,Shipped,Customer is interested in buying more Ferrari models,29,98.48,2855.92,1.0,7,2855.92
10340,7,2004-11-25,2004-12-01,216,1702,S700_2466,Shipped,Customer is interested in buying more Ferrari models,55,81.77,4497.349999999999,1.0,7,4497.349999999999
10340,8,2004-11-25,2004-12-01,216,1702,S24_2000,Shipped,Customer is interested in buying more Ferrari models,55,62.46,3435.3,1.0,7,3435.3
10341,1,2004-11-29,2004-12-01,382,1401,S12_3380,Shipped,,44,111.57,4909.08,5.0,7,4909.08
10341,2,2004-11-29,2004-12-01,382,1401,S12_1099,Shipped,,45,192.62,8667.9,5.0,7,8667.9
10341,3,2004-11-29,2004-12-01,382,1401,S50_4713,Shipped,,38,78.11,2968.18,5.0,7,2968.18
10341,4,2004-11-29,2004-12-01,382,1401,S32_4485,Shipped,,31,95.93,2973.8300000000004,5.0,7,2973.8300000000004
10341,5,2004-11-29,2004-12-01,382,1401,S700_3167,Shipped,,34,70.4,2393.6000000000004,5.0,7,2393.6000000000004
10341,6,2004-11-29,2004-12-01,382,1401,S24_2360,Shipped,,32,63.03,2016.96,5.0,7,2016.96
10341,7,2004-11-29,2004-12-01,382,1401,S12_4675,Shipped,,55,109.4,6017.0,5.0,7,6017.0
10341,8,2004-11-29,2004-12-01,382,1401,S12_2823,Shipped,,55,120.5,6627.5,5.0,7,6627.5
10341,9,2004-11-29,2004-12-01,382,1401,S10_1678,Shipped,,41,84.22,3453.02,5.0,7,3453.02
10341,10,2004-11-29,2004-12-01,382,1401,S12_3990,Shipped,,36,77.41,2786.7599999999998,5.0,7,2786.7599999999998
10342,1,2004-11-29,2004-12-01,114,1611,S18_1889,Shipped,,55,63.14,3472.7,5.0,7,3472.7
10342,2,2004-11-29,2004-12-01,114,1611,S18_1129,Shipped,,40,118.89,4755.6,5.0,7,4755.6
10342,3,2004-11-29,2004-12-01,114,1611,S18_1984,Shipped,,22,115.22,2534.84,5.0,7,2534.84
10342,4,2004-11-29,2004-12-01,114,1611,S18_3232,Shipped,,30,167.65,5029.5,5.0,7,5029.5
10342,5,2004-11-29,2004-12-01,114,1611,S18_3278,Shipped,,25,76.39,1909.75,5.0,7,1909.75
10342,6,2004-11-29,2004-12-01,114,1611,S24_3856,Shipped,,42,112.34,4718.28,5.0,7,4718.28
10342,7,2004-11-29,2004-12-01,114,1611,S18_3482,Shipped,,55,136.7,7518.499999999999,5.0,7,7518.499999999999
10342,8,2004-11-29,2004-12-01,114,1611,S18_3782,Shipped,,26,57.82,1503.32,5.0,7,1503.32
10342,9,2004-11-29,2004-12-01,114,1611,S24_2972,Shipped,,39,30.59,1193.01,5.0,7,1193.01
10342,10,2004-11-29,2004-12-01,114,1611,S24_3371,Shipped,,48,60.01,2880.48,5.0,7,2880.48
10342,11,2004-11-29,2004-12-01,114,1611,S18_4721,Shipped,,38,124.99,4749.62,5.0,7,4749.62
10343,1,2004-11-26,2004-12-01,353,1337,S24_4620,Shipped,,30,76.8,2304.0,2.0,7,2304.0
10343,2,2004-11-26,2004-12-01,353,1337,S18_3685,Shipped,,44,127.15,5594.6,2.0,7,5594.6
10343,3,2004-11-26,2004-12-01,353,1337,S18_2870,Shipped,,25,118.8,2970.0,2.0,7,2970.0
10343,4,2004-11-26,2004-12-01,353,1337,S18_1589,Shipped,,36,109.51,3942.36,2.0,7,3942.36
10343,5,2004-11-26,2004-12-01,353,1337,S32_2206,Shipped,,29,37.41,1084.8899999999999,2.0,7,1084.8899999999999
10343,6,2004-11-26,2004-12-01,353,1337,S24_1628,Shipped,,27,44.78,1209.06,2.0,7,1209.06
10344,1,2004-11-29,2004-12-02,350,1337,S18_1749,Shipped,,45,168.3,7573.500000000001,4.0,7,7573.500000000001
10344,2,2004-11-29,2004-12-02,350,1337,S18_2248,Shipped,,40,49.04,1961.6,4.0,7,1961.6
10344,3,2004-11-29,2004-12-02,350,1337,S18_2325,Shipped,,30,118.23,3546.9,4.0,7,3546.9
10344,4,2004-11-29,2004-12-02,350,1337,S18_4409,Shipped,,21,80.99,1700.79,4.0,7,1700.79
10344,5,2004-11-29,2004-12-02,350,1337,S18_4933,Shipped,,26,68.42,1778.92,4.0,7,1778.92
10344,6,2004-11-29,2004-12-02,350,1337,S24_1937,Shipped,,20,27.88,557.6,4.0,7,557.6
10345,1,2004-11-26,2004-12-01,103,1370,S24_2022,Shipped,,43,38.98,1676.1399999999999,1.0,6,1676.1399999999999
10346,1,2004-11-30,2004-12-05,112,1166,S24_2766,Shipped,,25,87.24,2181.0,1.0,6,2181.0
10346,2,2004-11-30,2004-12-05,112,1166,S24_3191,Shipped,,24,80.47,1931.28,1.0,6,1931.28
10346,3,2004-11-30,2004-12-05,112,1166,S18_1342,Shipped,,42,88.36,3711.12,1.0,6,3711.12
10346,4,2004-11-30,2004-12-05,112,1166,S24_3969,Shipped,,22,38.57,848.54,1.0,6,848.54
10346,5,2004-11-30,2004-12-05,112,1166,S24_2887,Shipped,,24,117.44,2818.56,1.0,6,2818.56
10346,6,2004-11-30,2004-12-05,112,1166,S24_3432,Shipped,,26,103.87,2700.62,1.0,6,2700.62
10347,1,2004-11-30,2004-12-07,114,1611,S10_1949,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,30,188.58,5657.400000000001,1.0,8,5657.400000000001
10347,2,2004-11-30,2004-12-07,114,1611,S10_4962,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,27,132.97,3590.19,1.0,8,3590.19
10347,3,2004-11-30,2004-12-07,114,1611,S12_1666,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,29,132.57,3844.5299999999997,1.0,8,3844.5299999999997
10347,4,2004-11-30,2004-12-07,114,1611,S18_4600,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,45,115.03,5176.35,1.0,8,5176.35
10347,5,2004-11-30,2004-12-07,114,1611,S18_1097,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,42,113.17,4753.14,1.0,8,4753.14
10347,6,2004-11-30,2004-12-07,114,1611,S18_2795,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,21,136.69,2870.49,1.0,8,2870.49
10347,7,2004-11-30,2004-12-07,114,1611,S18_1367,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,21,46.36,973.56,1.0,8,973.56
10347,8,2004-11-30,2004-12-07,114,1611,S18_2432,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,50,51.05,2552.5,1.0,8,2552.5
10347,9,2004-11-30,2004-12-07,114,1611,S18_2949,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,48,84.09,4036.32,1.0,8,4036.32
10347,10,2004-11-30,2004-12-07,114,1611,S18_2957,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,34,60.59,2060.06,1.0,8,2060.06
10347,11,2004-11-30,2004-12-07,114,1611,S18_3136,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,45,95.3,4288.5,1.0,8,4288.5
10347,12,2004-11-30,2004-12-07,114,1611,S18_3320,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,26,84.33,2192.58,1.0,8,2192.58
10348,1,2004-11-05,2004-11-08,458,1702,S24_2300,Shipped,,37,107.34,3971.58,4.0,7,3971.58
10348,2,2004-11-05,2004-11-08,458,1702,S24_4258,Shipped,,39,82.78,3228.42,4.0,7,3228.42
10348,3,2004-11-05,2004-11-08,458,1702,S32_1268,Shipped,,42,90.53,3802.26,4.0,7,3802.26
10348,4,2004-11-05,2004-11-08,458,1702,S12_3148,Shipped,,47,122.37,5751.39,4.0,7,5751.39
10348,5,2004-11-05,2004-11-08,458,1702,S32_3522,Shipped,,31,62.7,1943.7,4.0,7,1943.7
10348,6,2004-11-05,2004-11-08,458,1702,S18_4668,Shipped,,29,43.77,1269.3300000000002,4.0,7,1269.3300000000002
10348,7,2004-11-05,2004-11-08,458,1702,S700_2824,Shipped,,32,100.14,3204.48,4.0,7,3204.48
10348,8,2004-11-05,2004-11-08,458,1702,S12_1108,Shipped,,48,207.8,9974.400000000001,4.0,7,9974.400000000001
10349,1,2004-12-03,2004-12-07,151,1286,S32_2509,Shipped,,33,44.37,1464.2099999999998,2.0,6,1464.2099999999998
10349,2,2004-12-03,2004-12-07,151,1286,S24_4048,Shipped,,23,111.18,2557.1400000000003,2.0,6,2557.1400000000003
10349,3,2004-12-03,2004-12-07,151,1286,S24_2840,Shipped,,36,31.47,1132.92,2.0,6,1132.92
10349,4,2004-12-03,2004-12-07,151,1286,S24_1444,Shipped,,48,50.29,2413.92,2.0,6,2413.92
10349,5,2004-12-03,2004-12-07,151,1286,S18_4027,Shipped,,34,140.75,4785.5,2.0,6,4785.5
10349,6,2004-12-03,2004-12-07,151,1286,S18_3232,Shipped,,48,164.26,7884.48,2.0,6,7884.48
10349,7,2004-12-03,2004-12-07,151,1286,S18_2319,Shipped,,38,117.82,4477.16,2.0,6,4477.16
10349,8,2004-12-03,2004-12-07,151,1286,S18_2238,Shipped,,38,142.45,5413.099999999999,2.0,6,5413.099999999999
10349,9,2004-12-03,2004-12-07,151,1286,S12_4473,Shipped,,48,114.95,5517.6,2.0,6,5517.6
10349,10,2004-12-03,2004-12-07,151,1286,S12_3891,Shipped,,26,166.1,4318.599999999999,2.0,6,4318.599999999999
10350,1,2004-12-05,2004-12-08,141,1370,S18_3140,Shipped,,44,135.22,5949.68,3.0,6,5949.68
10350,2,2004-12-05,2004-12-08,141,1370,S18_3259,Shipped,,41,94.79,3886.3900000000003,3.0,6,3886.3900000000003
10350,3,2004-12-05,2004-12-08,141,1370,S18_4522,Shipped,,30,70.22,2106.6,3.0,6,2106.6
10350,4,2004-12-05,2004-12-08,141,1370,S700_1938,Shipped,,28,76.22,2134.16,3.0,6,2134.16
10350,5,2004-12-05,2004-12-08,141,1370,S10_4757,Shipped,,26,110.16,2864.16,3.0,6,2864.16
10350,6,2004-12-05,2004-12-08,141,1370,S18_3029,Shipped,,43,84.3,3624.9,3.0,6,3624.9
10350,7,2004-12-05,2004-12-08,141,1370,S24_2011,Shipped,,34,98.31,3342.54,3.0,6,3342.54
10350,8,2004-12-05,2004-12-08,141,1370,S50_1392,Shipped,,31,104.18,3229.5800000000004,3.0,6,3229.5800000000004
10350,9,2004-12-05,2004-12-08,141,1370,S24_3151,Shipped,,30,86.74,2602.2,3.0,6,2602.2
10350,10,2004-12-05,2004-12-08,141,1370,S24_3816,Shipped,,25,77.15,1928.7500000000002,3.0,6,1928.7500000000002
10350,11,2004-12-05,2004-12-08,141,1370,S700_1138,Shipped,,46,56.0,2576.0,3.0,6,2576.0
10350,12,2004-12-05,2004-12-08,141,1370,S700_2610,Shipped,,29,68.67,1991.43,3.0,6,1991.43
10350,13,2004-12-05,2004-12-08,141,1370,S700_3505,Shipped,,31,87.15,2701.65,3.0,6,2701.65
10350,14,2004-12-05,2004-12-08,141,1370,S32_3207,Shipped,,27,61.52,1661.0400000000002,3.0,6,1661.0400000000002
10350,15,2004-12-05,2004-12-08,141,1370,S72_3212,Shipped,,20,48.05,961.0,3.0,6,961.0
10350,16,2004-12-05,2004-12-08,141,1370,S700_3962,Shipped,,25,97.32,2433.0,3.0,6,2433.0
10350,17,2004-12-05,2004-12-08,141,1370,S50_1514,Shipped,,44,56.82,2500.08,3.0,6,2500.08
10351,1,2004-12-07,2004-12-11,324,1501,S18_1662,Shipped,,39,143.5,5596.5,4.0,8,5596.5
10351,2,2004-12-07,2004-12-11,324,1501,S18_3856,Shipped,,20,104.81,2096.2,4.0,8,2096.2
10351,3,2004-12-07,2004-12-11,324,1501,S24_3949,Shipped,,34,68.24,2320.16,4.0,8,2320.16
10351,4,2004-12-07,2004-12-11,324,1501,S24_3420,Shipped,,38,53.92,2048.96,4.0,8,2048.96
10351,5,2004-12-07,2004-12-11,324,1501,S24_2841,Shipped,,25,64.4,1610.0000000000002,4.0,8,1610.0000000000002
10352,1,2004-12-09,2004-12-12,198,1216,S700_4002,Shipped,,22,62.19,1368.1799999999998,6.0,9,1368.1799999999998
10352,2,2004-12-09,2004-12-12,198,1216,S700_2466,Shipped,,49,87.75,4299.75,6.0,9,4299.75
10352,3,2004-12-09,2004-12-12,198,1216,S700_2047,Shipped,,23,75.13,1727.9899999999998,6.0,9,1727.9899999999998
10352,4,2004-12-09,2004-12-12,198,1216,S72_1253,Shipped,,49,46.18,2262.82,6.0,9,2262.82
10353,1,2004-12-05,2004-12-11,447,1323,S18_2581,Shipped,,27,71.81,1938.8700000000001,1.0,7,1938.8700000000001
10353,2,2004-12-05,2004-12-11,447,1323,S24_1785,Shipped,,28,107.23,3002.44,1.0,7,3002.44
10353,3,2004-12-05,2004-12-11,447,1323,S24_4278,Shipped,,35,69.55,2434.25,1.0,7,2434.25
10353,4,2004-12-05,2004-12-11,447,1323,S700_2834,Shipped,,48,98.48,4727.04,1.0,7,4727.04
10353,5,2004-12-05,2004-12-11,447,1323,S32_1374,Shipped,,46,86.9,3997.4,1.0,7,3997.4
10353,6,2004-12-05,2004-12-11,447,1323,S700_3167,Shipped,,43,74.4,3199.2000000000003,1.0,7,3199.2000000000003
10353,7,2004-12-05,2004-12-11,447,1323,S32_4289,Shipped,,40,68.1,2724.0,1.0,7,2724.0
10353,8,2004-12-05,2004-12-11,447,1323,S50_1341,Shipped,,40,35.78,1431.2,1.0,7,1431.2
10353,9,2004-12-05,2004-12-11,447,1323,S700_1691,Shipped,,39,73.07,2849.7299999999996,1.0,7,2849.7299999999996
10354,1,2004-12-05,2004-12-10,323,1612,S24_2000,Shipped,,28,62.46,1748.88,1.0,6,1748.88
10354,2,2004-12-05,2004-12-10,323,1612,S10_2016,Shipped,,20,95.15,1903.0,1.0,6,1903.0
10354,3,2004-12-05,2004-12-10,323,1612,S10_4698,Shipped,,42,178.17,7483.139999999999,1.0,6,7483.139999999999
10354,4,2004-12-05,2004-12-10,323,1612,S12_2823,Shipped,,35,141.58,4955.3,1.0,6,4955.3
10354,5,2004-12-05,2004-12-10,323,1612,S24_1578,Shipped,,21,96.92,2035.32,1.0,6,2035.32
