,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2200063,2008,4,18,5,855.0,905,1014.0,1030,MQ,4519,N845AE,79.0,85.0,62.0,-16.0,-10.0,TLH,MIA,403,10.0,7.0,0,,0,,,,,
3979814,2008,7,14,1,2110.0,2110,2229.0,2234,FL,800,N955AT,79.0,84.0,63.0,-5.0,0.0,BWI,DAY,406,7.0,9.0,0,,0,,,,,
942741,2008,2,7,4,1626.0,1614,1712.0,1643,FL,405,N972AT,106.0,89.0,83.0,29.0,12.0,ATL,MSY,425,4.0,19.0,0,,0,12.0,0.0,17.0,0.0,0.0
2153713,2008,4,22,2,1802.0,1805,2015.0,2019,FL,460,N168AT,133.0,134.0,113.0,-4.0,-3.0,MCO,BWI,787,6.0,14.0,0,,0,,,,,
2193422,2008,4,11,5,1944.0,1915,2055.0,2010,MQ,4248,N522AE,131.0,115.0,105.0,45.0,29.0,ROC,ORD,528,8.0,18.0,0,,0,0.0,0.0,34.0,0.0,11.0
1822668,2008,4,12,6,1900.0,1855,2042.0,2045,WN,3200,N394SW,162.0,170.0,133.0,-3.0,5.0,TPA,MDW,997,15.0,14.0,0,,0,,,,,
6827541,2008,12,7,7,1318.0,1305,1412.0,1405,MQ,3680,N678MQ,54.0,60.0,39.0,7.0,13.0,FSM,DFW,228,9.0,6.0,0,,0,,,,,
3389787,2008,6,18,3,1334.0,1315,1513.0,1510,MQ,3612,N908AE,99.0,115.0,82.0,3.0,19.0,DSM,DFW,624,8.0,9.0,0,,0,,,,,
4247016,2008,8,7,4,809.0,815,924.0,930,WN,3862,N217JC,75.0,75.0,57.0,-6.0,-6.0,BUR,SMF,358,3.0,15.0,0,,0,,,,,
713429,2008,2,14,4,857.0,815,1110.0,1028,XE,2289,N13975,133.0,133.0,78.0,42.0,42.0,EWR,CLT,529,8.0,47.0,0,,0,11.0,0.0,0.0,0.0,31.0
2171909,2008,4,3,4,1011.0,1015,1117.0,1120,MQ,3370,N842AE,66.0,65.0,46.0,-3.0,-4.0,FSM,DFW,228,13.0,7.0,0,,0,,,,,
772843,2008,2,6,3,1159.0,1120,1312.0,1239,OO,3706,N271YV,73.0,79.0,51.0,33.0,39.0,SLC,SGU,269,3.0,19.0,0,,0,33.0,0.0,0.0,0.0,0.0
2395587,2008,5,5,1,1457.0,1500,1556.0,1605,WN,960,N425LV,59.0,65.0,50.0,-9.0,-3.0,LAX,SJC,308,3.0,6.0,0,,0,,,,,
4661110,2008,8,12,2,1241.0,810,1359.0,925,MQ,4808,N730KW,78.0,75.0,60.0,274.0,271.0,BOS,LGA,185,4.0,14.0,0,,0,15.0,0.0,3.0,0.0,256.0
1432037,2008,3,8,6,1208.0,1041,1406.0,1250,UA,1451,N460UA,238.0,249.0,222.0,76.0,87.0,MCO,DEN,1545,7.0,9.0,0,,0,7.0,0.0,0.0,0.0,69.0
3336004,2008,6,12,4,943.0,950,1122.0,1140,EV,4843,N914EV,99.0,110.0,77.0,-18.0,-7.0,ATL,SBN,566,3.0,19.0,0,,0,,,,,
4030165,2008,7,27,7,1106.0,1110,1330.0,1345,MQ,4256,N737MW,84.0,95.0,66.0,-15.0,-4.0,ORD,CHA,501,3.0,15.0,0,,0,,,,,
6525876,2008,12,22,1,853.0,850,951.0,950,WN,3099,N455WN,58.0,60.0,45.0,1.0,3.0,DAL,SAT,248,2.0,11.0,0,,0,,,,,
955346,2008,2,25,1,2028.0,2015,2209.0,2204,FL,485,N893AT,101.0,109.0,76.0,5.0,13.0,ATL,BWI,576,5.0,20.0,0,,0,,,,,
5802029,2008,10,3,5,1235.0,1218,1316.0,1255,NW,1747,N926NW,41.0,37.0,16.0,21.0,17.0,DTW,FNT,56,4.0,21.0,0,,0,17.0,0.0,4.0,0.0,0.0
5009962,2008,9,11,4,2059.0,2105,2251.0,2258,OO,5981,N978SW,112.0,113.0,90.0,-7.0,-6.0,ORD,FAR,557,6.0,16.0,0,,0,,,,,
2179491,2008,4,26,6,1547.0,1550,1744.0,1745,MQ,3678,N514AE,117.0,115.0,97.0,-1.0,-3.0,DSM,DFW,624,14.0,6.0,0,,0,,,,,
2892881,2008,5,2,5,1639.0,1640,2054.0,2050,AA,1269,N5CLAA,315.0,310.0,297.0,4.0,-1.0,SJU,DFW,2165,7.0,11.0,0,,0,,,,,
5930331,2008,10,6,1,1853.0,1855,1956.0,2003,DL,792,N950DL,123.0,128.0,97.0,-7.0,-2.0,ATL,ORD,606,7.0,19.0,0,,0,,,,,
6473629,2008,12,5,5,641.0,645,927.0,930,WN,1852,N730SW,106.0,105.0,94.0,-3.0,-4.0,OAK,SLC,588,3.0,9.0,0,,0,,,,,
485453,2008,1,13,7,1807.0,1800,2239.0,2225,AA,476,N565AA,212.0,205.0,161.0,14.0,7.0,DFW,JFK,1391,18.0,33.0,0,,0,,,,,
782267,2008,2,12,2,948.0,956,1330.0,1350,OO,3808,N449SW,162.0,174.0,134.0,-20.0,-8.0,SLC,SAT,1086,6.0,22.0,0,,0,,,,,
4135227,2008,7,15,2,1248.0,1250,1419.0,1435,AA,1715,N4XTAA,211.0,225.0,189.0,-16.0,-2.0,ORD,LAS,1515,10.0,12.0,0,,0,,,,,
5409541,2008,10,10,5,825.0,825,1050.0,1125,WN,551,N291WN,205.0,240.0,185.0,-35.0,0.0,PHL,HOU,1335,6.0,14.0,0,,0,,,,,
4739762,2008,8,12,2,1253.0,1235,1304.0,1255,AA,1279,N509AA,131.0,140.0,116.0,9.0,18.0,DFW,PHX,868,5.0,10.0,0,,0,,,,,
3860020,2008,7,11,5,1747.0,1733,2024.0,2017,UA,917,N506UA,337.0,344.0,311.0,7.0,14.0,IAD,SEA,2306,3.0,23.0,0,,0,,,,,
4035009,2008,7,23,3,702.0,655,911.0,905,MQ,4425,N632AE,69.0,70.0,50.0,6.0,7.0,ORD,CLE,316,7.0,12.0,0,,0,,,,,
2411111,2008,5,9,5,1740.0,1720,1828.0,1815,WN,2443,N672SW,48.0,55.0,39.0,13.0,20.0,SJC,RNO,188,2.0,7.0,0,,0,,,,,
184196,2008,1,10,4,1758.0,1800,2041.0,2050,OO,3944,N460SW,103.0,110.0,90.0,-9.0,-2.0,LGB,SLC,589,4.0,9.0,0,,0,,,,,
1797573,2008,4,5,6,1559.0,1605,1817.0,1830,WN,2724,N378SW,78.0,85.0,58.0,-13.0,-6.0,LAS,SLC,368,4.0,16.0,0,,0,,,,,
2034465,2008,4,30,3,2026.0,2030,2152.0,2159,UA,1181,N341UA,146.0,149.0,131.0,-7.0,-4.0,DEN,BUR,850,3.0,12.0,0,,0,,,,,
4913941,2008,9,24,3,1849.0,1855,1944.0,2000,WN,46,N636WN,55.0,65.0,46.0,-16.0,-6.0,DAL,LBB,293,2.0,7.0,0,,0,,,,,
6260598,2008,11,11,2,1920.0,1930,2032.0,2055,FL,915,N919AT,72.0,85.0,54.0,-23.0,-10.0,LGA,PHF,288,4.0,14.0,0,,0,,,,,
3516220,2008,6,19,4,2137.0,2055,2148.0,2115,AA,1955,N446AA,131.0,140.0,120.0,33.0,42.0,DFW,PHX,868,3.0,8.0,0,,0,0.0,7.0,0.0,0.0,26.0
2632348,2008,5,28,3,,829,,1206,UA,894,,,157.0,,,,SFO,DEN,967,,,1,A,0,,,,,
6791335,2008,12,4,4,1056.0,1100,1216.0,1222,FL,697,N977AT,140.0,142.0,122.0,-6.0,-4.0,ATL,ICT,781,4.0,14.0,0,,0,,,,,
5922579,2008,10,2,4,1004.0,1010,1409.0,1406,CO,317,N11612,185.0,176.0,149.0,3.0,-6.0,IAH,PIT,1117,8.0,28.0,0,,0,,,,,
3331440,2008,6,5,4,1020.0,1002,1129.0,1110,EV,4688,N632AS,69.0,68.0,39.0,19.0,18.0,ATL,AVL,164,9.0,21.0,0,,0,18.0,0.0,1.0,0.0,0.0
2754200,2008,5,20,2,1101.0,1100,1427.0,1430,FL,21,N284AT,206.0,210.0,182.0,-3.0,1.0,ATL,SJU,1547,5.0,19.0,0,,0,,,,,
560209,2008,1,27,7,649.0,650,1011.0,1005,B6,433,N547JB,202.0,195.0,156.0,6.0,-1.0,BOS,MCO,1121,8.0,38.0,0,,0,,,,,
2604389,2008,5,31,6,1326.0,1146,1451.0,1256,OO,5494,N584SW,85.0,70.0,75.0,115.0,100.0,RDD,SFO,199,4.0,6.0,0,,0,0.0,0.0,115.0,0.0,0.0
4091687,2008,7,27,7,1859.0,1905,2023.0,2030,9E,5817,85549E,84.0,85.0,60.0,-7.0,-6.0,SDF,DTW,306,15.0,9.0,0,,0,,,,,
5760069,2008,10,4,6,1048.0,1055,1131.0,1150,MQ,4052,N618MQ,43.0,55.0,28.0,-19.0,-7.0,CMI,ORD,135,5.0,10.0,0,,0,,,,,
2612283,2008,5,20,2,1322.0,1317,1640.0,1637,UA,242,N375UA,138.0,140.0,111.0,3.0,5.0,ORD,PVD,849,4.0,23.0,0,,0,,,,,
808692,2008,2,28,4,2237.0,2220,2322.0,2306,OO,5754,N560SW,45.0,46.0,26.0,16.0,17.0,LAX,CLD,86,4.0,15.0,0,,0,16.0,0.0,0.0,0.0,0.0
766374,2008,2,1,5,756.0,730,1057.0,1048,OO,6512,N912SW,121.0,138.0,98.0,9.0,26.0,LAX,COS,833,4.0,19.0,0,,0,,,,,
393957,2008,1,2,3,647.0,650,822.0,750,MQ,3665,N655AE,95.0,60.0,42.0,32.0,-3.0,DFW,TUL,237,5.0,48.0,0,,0,0.0,0.0,32.0,0.0,0.0
4727150,2008,8,17,7,1753.0,1755,2128.0,2120,AA,716,N450AA,155.0,145.0,117.0,8.0,-2.0,DEN,ORD,888,25.0,13.0,0,,0,,,,,
3180579,2008,6,10,2,1224.0,1228,1318.0,1334,OO,6044,N975SW,114.0,126.0,97.0,-16.0,-4.0,SYR,ORD,607,7.0,10.0,0,,0,,,,,
4091486,2008,7,6,7,1805.0,1810,1933.0,1955,9E,5812,80059E,88.0,105.0,70.0,-22.0,-5.0,TYS,DTW,443,10.0,8.0,0,,0,,,,,
1543751,2008,3,14,5,1348.0,1355,1613.0,1630,FL,286,N960AT,145.0,155.0,126.0,-17.0,-7.0,TPA,DTW,983,5.0,14.0,0,,0,,,,,
5493422,2008,10,13,1,1754.0,1800,1926.0,1925,XE,2243,N13936,92.0,85.0,67.0,1.0,-6.0,OKC,IAH,395,15.0,10.0,0,,0,,,,,
3204185,2008,6,24,2,1450.0,1451,1615.0,1620,OO,6498,N920SW,85.0,89.0,68.0,-5.0,-1.0,LAX,TUS,451,4.0,13.0,0,,0,,,,,
6977894,2008,12,23,2,100.0,35,612.0,608,CO,1743,N75853,192.0,213.0,175.0,4.0,25.0,SFO,IAH,1635,8.0,9.0,0,,0,,,,,
63487,2008,1,22,2,2132.0,2135,46.0,55,WN,2965,N345SA,134.0,140.0,122.0,-9.0,-3.0,PHX,HOU,1020,2.0,10.0,0,,0,,,,,
6869353,2008,12,21,7,1122.0,817,1449.0,1148,NW,1270,N333NW,147.0,151.0,116.0,181.0,185.0,BZN,MSP,874,14.0,17.0,0,,0,181.0,0.0,0.0,0.0,0.0
5696268,2008,10,1,3,1638.0,1641,1928.0,1920,EV,5462,N902EV,110.0,99.0,86.0,8.0,-3.0,AEX,ATL,500,17.0,7.0,0,,0,,,,,
268894,2008,1,10,4,742.0,745,958.0,1014,US,1572,N768US,136.0,149.0,118.0,-16.0,-3.0,PIT,TPA,873,2.0,16.0,0,,0,,,,,
545085,2008,1,29,2,1830.0,1752,2137.0,2103,AS,7,N569AS,367.0,371.0,333.0,34.0,38.0,EWR,SEA,2401,3.0,31.0,0,,0,0.0,0.0,0.0,0.0,34.0
2397432,2008,5,5,1,832.0,835,1037.0,1030,WN,2105,N343SW,65.0,55.0,47.0,7.0,-3.0,STL,SDF,254,4.0,14.0,0,,0,,,,,
6069365,2008,11,26,3,1323.0,1336,1610.0,1625,YV,7303,N651ML,107.0,109.0,90.0,-15.0,-13.0,HSV,IAD,595,9.0,8.0,0,,0,,,,,
6004341,2008,11,22,6,1731.0,1720,1822.0,1815,WN,3732,N504SW,51.0,55.0,35.0,7.0,11.0,MCI,STL,237,10.0,6.0,0,,0,,,,,
6706127,2008,12,11,4,1121.0,1125,1224.0,1241,US,887,N191UW,63.0,76.0,42.0,-17.0,-4.0,LAS,LAX,236,7.0,14.0,0,,0,,,,,
6131890,2008,11,16,7,1401.0,1409,1744.0,1800,UA,83,N675UA,343.0,351.0,328.0,-16.0,-8.0,LAX,HNL,2556,3.0,12.0,0,,0,,,,,
3127255,2008,6,4,3,,1914,,2103,YV,7269,N715SF,,109.0,,,,ATL,IAD,533,,,1,C,0,,,,,
3157776,2008,6,18,3,1155.0,1150,1239.0,1230,OH,5742,N963CA,44.0,40.0,29.0,9.0,5.0,DAY,CVG,64,2.0,13.0,0,,0,,,,,
6712675,2008,12,17,3,1651.0,1530,1814.0,1719,US,714,N962UW,83.0,109.0,67.0,55.0,81.0,BOS,PHL,280,4.0,12.0,0,,0,0.0,0.0,55.0,0.0,0.0
3882809,2008,7,9,3,1132.0,1130,1238.0,1249,US,1731,N442US,126.0,139.0,109.0,-11.0,2.0,PHL,ORD,678,3.0,14.0,0,,0,,,,,
2574942,2008,5,12,1,636.0,645,726.0,734,OO,5986,N924SW,50.0,49.0,27.0,-8.0,-9.0,HDN,DEN,142,8.0,15.0,0,,0,,,,,
2114025,2008,4,20,7,1812.0,1815,2033.0,2056,EV,4409,N906EV,141.0,161.0,120.0,-23.0,-3.0,ATL,HPN,780,6.0,15.0,0,,0,,,,,
342511,2008,1,24,4,742.0,745,1001.0,1002,EV,4799,N706EV,139.0,137.0,100.0,-1.0,-3.0,EWR,CVG,569,5.0,34.0,0,,0,,,,,
1132009,2008,2,26,2,,1945,,2110,B6,33,N284JB,,85.0,,,,ROC,JFK,264,,,1,A,0,,,,,
1577093,2008,3,12,3,1605.0,1545,1651.0,1635,MQ,3736,N501BG,46.0,50.0,31.0,16.0,20.0,GRK,DFW,134,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,16.0
5227597,2008,9,2,2,1215.0,1216,1314.0,1326,NW,259,N367NW,239.0,250.0,213.0,-12.0,-1.0,DTW,PHX,1671,9.0,17.0,0,,0,,,,,
1352938,2008,3,5,3,1200.0,1143,1305.0,1258,OO,4042,N368CA,65.0,75.0,44.0,7.0,17.0,ASE,SLC,291,5.0,16.0,0,,0,,,,,
249895,2008,1,5,6,,610,,715,UA,1246,,,65.0,,,,RDU,IAD,224,,,1,A,0,,,,,
4058758,2008,7,9,3,1206.0,1210,1552.0,1551,NW,698,N369NB,166.0,161.0,130.0,1.0,-4.0,DFW,DTW,987,17.0,19.0,0,,0,,,,,
3998769,2008,7,23,3,1258.0,1305,1336.0,1339,HA,529,N476HA,38.0,34.0,23.0,-3.0,-7.0,OGG,HNL,100,8.0,7.0,0,,0,,,,,
4810729,2008,8,23,6,739.0,735,1534.0,1545,CO,1580,N17244,295.0,310.0,275.0,-11.0,4.0,SEA,EWR,2401,8.0,12.0,0,,0,,,,,
1700068,2008,3,9,7,1241.0,1245,1440.0,1445,AA,1827,N4YLAA,119.0,120.0,105.0,-5.0,-4.0,BNA,DFW,631,6.0,8.0,0,,0,,,,,
5569880,2008,10,17,5,1403.0,1408,1908.0,1903,OO,6219,N772SK,185.0,175.0,156.0,5.0,-5.0,LAX,DFW,1235,11.0,18.0,0,,0,,,,,
3696753,2008,7,30,3,1514.0,1510,1638.0,1640,WN,2343,N470WN,84.0,90.0,74.0,-2.0,4.0,OAK,PDX,543,3.0,7.0,0,,0,,,,,
1525584,2008,3,2,7,1846.0,1805,2014.0,1937,F9,227,N908FR,148.0,152.0,130.0,37.0,41.0,DEN,SMF,910,6.0,12.0,0,,0,1.0,0.0,27.0,0.0,9.0
651382,2008,2,16,6,1700.0,1705,1816.0,1835,WN,369,N236WN,76.0,90.0,64.0,-19.0,-5.0,SAN,SFO,447,4.0,8.0,0,,0,,,,,
2453467,2008,5,22,4,841.0,840,939.0,945,WN,25,N485WN,58.0,65.0,45.0,-6.0,1.0,MDW,STL,251,2.0,11.0,0,,0,,,,,
3378100,2008,6,9,1,1008.0,1010,1124.0,1130,MQ,3122,N832AE,76.0,80.0,60.0,-6.0,-2.0,SJC,SNA,342,7.0,9.0,0,,0,,,,,
2813662,2008,5,21,3,1349.0,1350,1702.0,1716,NW,200,N363NB,133.0,146.0,114.0,-14.0,-1.0,MSP,RDU,981,9.0,10.0,0,,0,,,,,
1053619,2008,2,29,5,930.0,930,1749.0,1750,AA,2,N320AA,319.0,320.0,297.0,-1.0,0.0,LAX,JFK,2475,9.0,13.0,0,,0,,,,,
5572296,2008,10,4,6,827.0,830,1005.0,959,OO,6404,N750SK,98.0,89.0,74.0,6.0,-3.0,SFO,EUG,451,2.0,22.0,0,,0,,,,,
1910666,2008,4,4,5,1048.0,958,1241.0,1122,XE,3010,N15527,113.0,84.0,83.0,79.0,50.0,IAH,XNA,438,5.0,25.0,0,,0,0.0,50.0,29.0,0.0,0.0
4735354,2008,8,9,6,643.0,645,1246.0,1255,AA,1130,N4XJAA,243.0,250.0,219.0,-9.0,-2.0,SJC,ORD,1829,7.0,17.0,0,,0,,,,,
6119696,2008,11,17,1,1716.0,1646,1835.0,1804,OO,6298,N705SK,79.0,78.0,52.0,31.0,30.0,DSM,ORD,299,4.0,23.0,0,,0,0.0,0.0,31.0,0.0,0.0
3158254,2008,6,19,4,,1225,,1424,OH,5561,,,119.0,,,,GSO,LGA,461,,,1,A,0,,,,,
5273936,2008,9,27,6,730.0,735,1430.0,1445,AA,308,N3AEAA,240.0,250.0,218.0,-15.0,-5.0,PHX,MIA,1972,12.0,10.0,0,,0,,,,,
2336902,2008,4,21,1,1054.0,1100,1348.0,1410,B6,1119,N283JB,174.0,190.0,154.0,-22.0,-6.0,BUF,FLL,1166,7.0,13.0,0,,0,,,,,
1655079,2008,3,14,5,1533.0,1515,1652.0,1629,9E,5837,80399E,79.0,74.0,41.0,23.0,18.0,BUF,DTW,240,20.0,18.0,0,,0,0.0,0.0,5.0,0.0,18.0
6850156,2008,12,24,3,900.0,855,1101.0,1100,MQ,4849,N710MQ,121.0,125.0,89.0,1.0,5.0,LGA,CMH,478,3.0,29.0,0,,0,,,,,
3742295,2008,7,6,7,1942.0,1933,1918.0,1930,YV,7346,N508MJ,36.0,57.0,19.0,-12.0,9.0,SBN,ORD,84,7.0,10.0,0,,0,,,,,
1975546,2008,4,25,5,1343.0,1357,1432.0,1446,OO,6432,N746SK,49.0,49.0,24.0,-14.0,-14.0,SBA,LAX,89,11.0,14.0,0,,0,,,,,
5348606,2008,9,4,4,2005.0,1920,2309.0,2234,CO,1502,N24212,364.0,374.0,317.0,35.0,45.0,EWR,LAX,2454,5.0,42.0,0,,0,35.0,0.0,0.0,0.0,0.0
6369929,2008,11,12,3,910.0,915,1038.0,1040,AA,851,N507AA,88.0,85.0,68.0,-2.0,-5.0,ORD,MSP,334,6.0,14.0,0,,0,,,,,
4325843,2008,8,30,6,646.0,640,803.0,805,WN,2752,N384SW,77.0,85.0,68.0,-2.0,6.0,SFO,SAN,447,3.0,6.0,0,,0,,,,,
764334,2008,2,29,5,1058.0,1058,1231.0,1240,OH,4945,N487CA,93.0,102.0,76.0,-9.0,0.0,IAD,CVG,388,3.0,14.0,0,,0,,,,,
6161407,2008,11,1,6,532.0,530,658.0,703,US,1420,N445US,86.0,93.0,68.0,-5.0,2.0,PHL,CLT,448,6.0,12.0,0,,0,,,,,
5842503,2008,10,22,3,1140.0,1140,1406.0,1405,AA,1036,N5FLAA,146.0,145.0,125.0,1.0,0.0,MIA,BWI,946,7.0,14.0,0,,0,,,,,
3675786,2008,7,24,4,1231.0,1235,1909.0,1915,WN,3672,N798SW,218.0,220.0,191.0,-6.0,-4.0,LAS,IND,1591,9.0,18.0,0,,0,,,,,
5928691,2008,10,4,6,706.0,710,748.0,758,DL,1655,N397DA,42.0,48.0,27.0,-10.0,-4.0,CMH,CVG,116,6.0,9.0,0,,0,,,,,
4625803,2008,8,18,1,1639.0,1644,1824.0,1825,MQ,3324,N238AE,105.0,101.0,77.0,-1.0,-5.0,MLU,DFW,293,17.0,11.0,0,,0,,,,,
4884564,2008,9,15,1,629.0,625,752.0,800,WN,1287,N425LV,83.0,95.0,73.0,-8.0,4.0,IND,BWI,515,3.0,7.0,0,,0,,,,,
4736474,2008,8,2,6,815.0,745,928.0,907,AA,1164,N446AA,73.0,82.0,62.0,21.0,30.0,DFW,MSY,448,2.0,9.0,0,,0,21.0,0.0,0.0,0.0,0.0
6776969,2008,12,17,3,916.0,915,1002.0,1000,EV,4996,N871AS,46.0,45.0,27.0,2.0,1.0,LEX,CVG,70,9.0,10.0,0,,0,,,,,
6321320,2008,11,11,2,1645.0,1645,1912.0,1853,NW,458,N769NC,147.0,128.0,106.0,19.0,0.0,MSP,MEM,700,12.0,29.0,0,,0,0.0,0.0,19.0,0.0,0.0
4988928,2008,9,21,7,1705.0,1715,1823.0,1845,OH,6399,N784CA,78.0,90.0,66.0,-22.0,-10.0,CAE,CVG,404,1.0,11.0,0,,0,,,,,
4255306,2008,8,9,6,1206.0,1210,1336.0,1335,WN,423,N295WN,90.0,85.0,74.0,1.0,-4.0,MSY,BNA,471,8.0,8.0,0,,0,,,,,
4864983,2008,9,9,2,1915.0,1900,2003.0,1955,WN,52,N416WN,48.0,55.0,39.0,8.0,15.0,HOU,DAL,239,3.0,6.0,0,,0,,,,,
3752131,2008,7,20,7,1705.0,1643,1836.0,1808,YV,7106,N456YV,91.0,85.0,74.0,28.0,22.0,GCC,DEN,313,7.0,10.0,0,,0,0.0,28.0,0.0,0.0,0.0
2760774,2008,5,29,4,928.0,930,1039.0,1040,FL,303,N281AT,191.0,190.0,167.0,-1.0,-2.0,ATL,DEN,1199,9.0,15.0,0,,0,,,,,
5910296,2008,10,19,7,700.0,700,1053.0,1052,CO,470,N47414,233.0,232.0,213.0,1.0,0.0,EWR,SJU,1608,6.0,14.0,0,,0,,,,,
2459982,2008,5,24,6,1602.0,1605,1719.0,1730,WN,1816,N526SW,77.0,85.0,63.0,-11.0,-3.0,MDW,OMA,423,3.0,11.0,0,,0,,,,,
275393,2008,1,16,3,2226.0,2205,2400.0,2353,US,1134,N703UW,94.0,108.0,70.0,7.0,21.0,CLT,DTW,500,6.0,18.0,0,,0,,,,,
5149122,2008,9,25,4,2141.0,2135,2158.0,2156,EV,4336,N821AS,77.0,81.0,52.0,2.0,6.0,ATL,EVV,350,4.0,21.0,0,,0,,,,,
1329567,2008,3,5,3,2118.0,2055,2308.0,2249,OH,5085,N629BR,170.0,174.0,151.0,19.0,23.0,CVG,AUS,958,5.0,14.0,0,,0,19.0,0.0,0.0,0.0,0.0
5330531,2008,9,29,1,1530.0,1535,1808.0,1805,AS,610,N320AS,158.0,150.0,129.0,3.0,-5.0,SEA,LAS,866,10.0,19.0,0,,0,,,,,
4971595,2008,9,19,5,1503.0,1507,1607.0,1615,YV,7139,N651ML,64.0,68.0,46.0,-8.0,-4.0,IAD,RDU,224,5.0,13.0,0,,0,,,,,
3297832,2008,6,2,1,1726.0,1715,29.0,50,WN,2907,N215WN,243.0,275.0,233.0,-21.0,11.0,LAS,TPA,1984,3.0,7.0,0,,0,,,,,
5819523,2008,10,5,7,2133.0,2137,2237.0,2235,9E,5826,89149E,124.0,118.0,94.0,2.0,-4.0,DTW,DLH,541,3.0,27.0,0,,0,,,,,
1206957,2008,3,12,3,1654.0,1645,1807.0,1805,WN,991,N344SW,73.0,80.0,60.0,2.0,9.0,OKC,STL,462,3.0,10.0,0,,0,,,,,
511364,2008,1,5,6,1229.0,1240,1408.0,1430,AA,1547,N4YEAA,159.0,170.0,139.0,-22.0,-11.0,BOS,ORD,867,8.0,12.0,0,,0,,,,,
6786066,2008,12,18,4,1133.0,1130,1427.0,1443,F9,370,N939FR,114.0,133.0,96.0,-16.0,3.0,DEN,MKE,895,8.0,10.0,0,,0,,,,,
6263164,2008,11,15,6,1302.0,1311,1556.0,1546,FL,670,N972AT,174.0,155.0,153.0,10.0,-9.0,HPN,MCO,972,10.0,11.0,0,,0,,,,,
4170742,2008,7,13,7,744.0,745,1006.0,957,B6,305,N588JB,322.0,312.0,302.0,9.0,-1.0,IAD,LGB,2277,3.0,17.0,0,,0,,,,,
6120556,2008,11,15,6,1420.0,1428,1449.0,1515,OO,6383,N918SW,89.0,107.0,80.0,-26.0,-8.0,BOI,SFO,522,3.0,6.0,0,,0,,,,,
701249,2008,2,20,3,647.0,650,926.0,933,XE,7773,N14168,159.0,163.0,128.0,-7.0,-3.0,SEA,LAX,954,14.0,17.0,0,,0,,,,,
6020431,2008,11,27,4,1407.0,1410,1526.0,1545,WN,2473,N425LV,79.0,95.0,67.0,-19.0,-3.0,MHT,BWI,377,3.0,9.0,0,,0,,,,,
2992510,2008,5,15,4,1143.0,1045,1431.0,1335,DL,1872,N997DL,168.0,170.0,152.0,56.0,58.0,TPA,BOS,1185,5.0,11.0,0,,0,0.0,0.0,0.0,0.0,56.0
516943,2008,1,20,7,1127.0,1115,1445.0,1445,AA,1788,N506AA,138.0,150.0,123.0,0.0,12.0,DFW,RDU,1062,7.0,8.0,0,,0,,,,,
1963699,2008,4,18,5,1950.0,1936,2057.0,2038,OO,5707,N223SW,67.0,62.0,48.0,19.0,14.0,ACV,SMF,207,7.0,12.0,0,,0,0.0,0.0,5.0,0.0,14.0
6727315,2008,12,29,1,716.0,720,958.0,1023,US,343,N629AW,222.0,243.0,194.0,-25.0,-4.0,ORD,PHX,1440,17.0,11.0,0,,0,,,,,
118050,2008,1,20,7,1953.0,1945,2318.0,2314,XE,2288,N11106,145.0,149.0,119.0,4.0,8.0,IAH,DAY,929,7.0,19.0,0,,0,,,,,
4417682,2008,8,9,6,1553.0,1550,1718.0,1705,OO,2829,N498CA,85.0,75.0,58.0,13.0,3.0,MKE,MSP,297,15.0,12.0,0,,0,,,,,
3996479,2008,7,6,7,2018.0,2010,2051.0,2044,HA,197,N481HA,33.0,34.0,20.0,7.0,8.0,OGG,HNL,100,6.0,7.0,0,,0,,,,,
3990712,2008,7,28,1,1553.0,1551,1714.0,1714,FL,696,N927AT,81.0,83.0,65.0,0.0,2.0,BWI,DAY,406,6.0,10.0,0,,0,,,,,
4031186,2008,7,14,1,1305.0,1310,1521.0,1525,MQ,4291,N655AE,76.0,75.0,49.0,-4.0,-5.0,ORD,CMH,296,6.0,21.0,0,,0,,,,,
3230753,2008,6,10,2,1011.0,948,1101.0,1030,UA,503,N594UA,110.0,102.0,83.0,31.0,23.0,MCI,DEN,533,11.0,16.0,0,,0,23.0,0.0,8.0,0.0,0.0
651459,2008,2,16,6,635.0,635,951.0,1015,WN,1861,N908WN,136.0,160.0,121.0,-24.0,0.0,SEA,DEN,1024,6.0,9.0,0,,0,,,,,
4926192,2008,9,28,7,723.0,730,820.0,835,WN,865,N402WN,117.0,125.0,97.0,-15.0,-7.0,ABQ,LAX,677,11.0,9.0,0,,0,,,,,
6099865,2008,11,9,7,1326.0,1330,1647.0,1658,OO,4859,N463SW,141.0,148.0,119.0,-11.0,-4.0,SLC,MCI,919,6.0,16.0,0,,0,,,,,
4352080,2008,8,6,3,1727.0,1715,1857.0,1832,XE,2340,N19966,90.0,77.0,50.0,25.0,12.0,ALB,EWR,143,19.0,21.0,0,,0,0.0,0.0,25.0,0.0,0.0
